EstadoMunicpios,_Participao_VA_Agropecuria,_Participao_VA_Indstria,_Participao_VA_Servios_exclusive_Administrao_Pblica,_Participao_VA_Administrao_Pblica,_Participao_VA_Total,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,1.0119479036388216e+16,4636501845251364.0,2696548223760274.0,1.6550020275994406e+16,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
RI Guamá,1848211944396685.0,1057559973493665.0,374732014752134.0,3.3469079345883076e+16,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
Castanhal,3.640110517606159e+16,1.6611650092660792e+16,5673297534111775.0,2.3015264048615292e+16,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
Colares,2.106468424706048e+16,2.8798947131480064e+16,1.7131154723755376e+16,5892426529838644.0,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
Curuçá,2912866090024218.0,3.850017511495773e+16,1.6942420383350104e+16,5007890120491194.0,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
Igarapé-Açu,2.1676078226115056e+16,791877517020471.0,2.844739581030916e+16,4.1957751055630376e+16,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
Inhangapi,4.715489888745437e+16,1.1928980288437172e+16,1.0461223691737874e+16,3045489713237059.0,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
Magalhães Barata,3840197873682718.0,3.0312044155432692e+16,1382175661420029.0,4474506023342927.0,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
Maracanã,2650264490144581.0,3.4324372016474144e+16,1.5794071931693082e+16,5427084596521369.0,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
Marapanim,2058568179863975.0,3312044089687189.0,2100716545807583.0,5.509510904540024e+16,100.0,6 Guamá,39,Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,20,Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 39 - Participação do VA dos Setores e da Administração Pública em relação ao Município - 2021 ri guama.xlsx,Guamá
