Par,11569,3762,15331,2384,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Guamá,958.0,82.0,1040.0,109.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
Castanhal,453.0,82.0,535.0,97.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
Colares,13.0,0.0,13.0,0.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
Curuçá,27.0,0.0,27.0,1.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
Igarapé-Açu,45.0,0.0,45.0,2.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
Inhangapi,19.0,0.0,19.0,1.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
Magalhães Barata,0.0,0.0,0.0,0.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
Maracanã,27.0,0.0,27.0,3.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
Marapanim,17.0,0.0,17.0,1.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
Santa Izabel do Pará,60.0,0.0,60.0,0.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
Santa Maria do Pará,51.0,0.0,51.0,0.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
Santo Antônio do Tauá,85.0,0.0,85.0,1.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
São Caetano de Odivelas,20.0,0.0,20.0,0.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
São Domingos do Capim,31.0,0.0,31.0,1.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
São Francisco do Pará,0.0,0.0,0.0,0.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
São João da Ponta,0.0,0.0,0.0,0.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
São Miguel do Guamá,66.0,0.0,66.0,0.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
Terra Alta,0.0,0.0,0.0,0.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
Vigia,44.0,0.0,44.0,2.0,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
Fonte: DATASUS,,,,,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
Elaboração: FAPESPA,,,,,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
*Nota: Dados referentes a Outubro/2025.,,,,,6 Guamá,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri guama.xlsx,Guamá
