Par,820361,301905,518456,11208843632599998,5406014641200002,5802828991400001,14650321514480005,7064060326700001,7586261187780002,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Guamá,75331.0,22492.0,52839.0,9305741487.0,3383268399999999.0,5922473087.0,122060051146.0,4.383071755900002e+16,7822933358699999.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
Castanhal,21828.0,11849.0,9979.0,2.960351783e+16,1855234323.0,110511746.0,3.829920225100001e+16,240122683.0,14286933951.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
Colares,606.0,98.0,508.0,67874489.0,12269543.0,55604946.0,867762986.0,160059223.0,707703763.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
Curuçá,4576.0,656.0,3920.0,51603507.0,86307291.0,429727779.0,6884559039.0,1160280492.0,5724278547.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
Igarapé-Açu,8073.0,1445.0,6628.0,959197294.0,208609735.0,750587559.0,12710414418.0,2.712253999e+16,9998160419.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
Inhangapi,771.0,110.0,661.0,95843697.0,16858686.0,78985011.0,1.254621578e+16,213109248.0,104151233.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
Magalhães Barata,531.0,62.0,469.0,5843306900000001.0,7846324.0,50586745.0,7605934149999999.0,99975298.0,660618117.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
Maracanã,2674.0,284.0,2390.0,30971522.0,39362956.0,270352264.0,4103938566.0,521377398.0,3582561168.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
Marapanim,3067.0,513.0,2554.0,3.61610036e+16,71143997.0,290466039.0,4771018453.0,937665729.0,3.833352724e+16,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
Santa Izabel do Pará,7662.0,2779.0,4883.0,981180588.0,429453212.0,551727376.0,1.2973171269e+16,5591648184.0,7381523085.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
Santa Maria do Pará,2521.0,588.0,1933.0,319560637.0,88026239.0,231534398.0,4111817475.0,1.131893373e+16,2979924102.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
Santo Antônio do Tauá,2127.0,328.0,1799.0,246374565.0,44944922.0,201429643.0,3237660811.0,5.72903523e+16,2664757288.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
São Caetano de Odivelas,1087.0,169.0,918.0,128084206.0,22455404.0,105628802.0,1686702454.0,285323908.0,1.401378546e+16,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
São Domingos do Capim,3115.0,274.0,2841.0,357062135.0,38479983.0,318582152.0,4723570656.0,4.98877948e+16,4224692708.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
São Francisco do Pará,1530.0,264.0,1266.0,191875322.0,40227057.0,151648265.0,2.535495512e+16,521034423.0,2014461089.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
São João da Ponta,294.0,44.0,250.0,3.3416025999999996e+16,5763354.0,27652672.0,4.469500310000001e+16,79420089.0,367529942.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
São Miguel do Guamá,7854.0,1758.0,6096.0,907414043.0,243115943.0,6642981.0,1.1861033589000002e+16,3064462216.0,8796571373.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
Terra Alta,779.0,96.0,683.0,8834761599999999.0,13514759.0,74832857.0,1.180365938e+16,1.7417787200000002e+16,1006188066.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
Vigia,6236.0,1175.0,5061.0,723365691.0,159654672.0,563711019.0,9651172705.0,2093986336.0,7557186369.0,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
Fonte: Ministério da Previdência Social,,,,,,,,,,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
Elaboração: FAPESPA,,,,,,,,,,6 Guamá,29,Benefícios Emitidos pela Previdência Social - 2024 ri guama,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri guama.xlsx,Guamá
