Par,13678533514398037,4142176095852846,5848120491077079,009703413070075517,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Guamá,1.2165498708423136e+16,3626450932113964.0,636182436393481.0,1.172470395122523e+16,6 Guamá,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama.xlsx,Guamá
Castanhal,1292370534144497.0,2836377189713008.0,7163622810286992.0,0.0,6 Guamá,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama.xlsx,Guamá
Colares,9315392577258612.0,4.126984126984127e+16,5.873015873015874e+16,0.0,6 Guamá,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama.xlsx,Guamá
Curuçá,9479206538626078.0,4.4180522565320664e+16,5534441805225653.0,4750593824228029.0,6 Guamá,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama.xlsx,Guamá
Igarapé-Açu,1.2389380530973452e+16,2.9850746268656716e+16,699360341151386.0,2.132196162046908e+16,6 Guamá,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama.xlsx,Guamá
Inhangapi,1.4599218895294774e+16,3184713375796178.0,6815286624203821.0,0.0,6 Guamá,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama.xlsx,Guamá
Magalhães Barata,1.0678690080683436e+16,3333333333333333.0,6666666666666666.0,0.0,6 Guamá,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama.xlsx,Guamá
Maracanã,1.2349762928658066e+16,4.970238095238096e+16,50.0,2976190476190476.0,6 Guamá,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama.xlsx,Guamá
Marapanim,9108699519658424.0,4453125.0,5546875.0,0.0,6 Guamá,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama.xlsx,Guamá
Santa Izabel do Pará,1.0470268268702836e+16,3.304878048780488e+16,6695121951219512.0,0.0,6 Guamá,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 ri guama.xlsx,Guamá
