Par,1382057,1419636,2801693,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Guamá,115916.0,104766.0,220682.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
Castanhal,60577.0,48828.0,109405.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
Colares,545.0,663.0,1208.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
Curuçá,2465.0,2950.0,5415.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
Igarapé-Açu,6943.0,5221.0,12164.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
Inhangapi,1110.0,1075.0,2185.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
Magalhães Barata,355.0,424.0,779.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
Maracanã,1127.0,1433.0,2560.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
Marapanim,1424.0,1879.0,3303.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
Santa Izabel do Pará,14438.0,12813.0,27251.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
Santa Maria do Pará,5501.0,4738.0,10239.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
Santo Antônio do Tauá,3419.0,3069.0,6488.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
São Caetano de Odivelas,1058.0,1207.0,2265.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
São Domingos do Capim,1260.0,1771.0,3031.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
São Francisco do Pará,2707.0,1980.0,4687.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
São João da Ponta,323.0,324.0,647.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
São Miguel do Guamá,7041.0,9296.0,16337.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
Terra Alta,1036.0,1018.0,2054.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
Vigia,4587.0,6077.0,10664.0,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
Fonte: DETRAN,,,,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
Elaboração: FAPESPA,,,,6 Guamá,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri guamá.xlsx,Guamá
