Par,col,7,1102,11,38,2073,163,6399,9017,1126,32,3075,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Guamá,-,-,101,-,-,203,-,636,858,100,-,297,6 Guamá,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá,6417,484.0
Castanhal,-,-,73,-,-,128,-,211,528,90,-,182,6 Guamá,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá,6417,63.0
Colares,-,-,-,-,-,-,-,39,-,-,-,-,6 Guamá,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá,6417,6.0
Curuçá,-,-,1,-,-,2,-,29,16,-,-,-,6 Guamá,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá,6417,55.0
Igarapé-Açu,-,-,2,-,-,6,-,125,58,-,-,24,6 Guamá,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá,6417,26.0
Inhangapi,-,-,-,-,-,-,-,16,-,-,-,-,6 Guamá,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá,6417,
Magalhães Barata,-,-,-,-,-,-,-,15,-,-,-,-,6 Guamá,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá,6417,13.0
Maracanã,-,-,-,-,-,-,-,-,-,-,-,-,6 Guamá,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá,6417,28.0
Marapanim,-,-,3,-,-,6,-,-,10,-,-,-,6 Guamá,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá,6417,18.0
Santa Izabel do Pará,-,-,6,-,-,20,-,-,97,-,-,47,6 Guamá,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guama.xlsx",Guamá,6417,26.0
