EstadoMunicpios,VA_Agropecuria,VA_Indstria,VA_Servios_exclusive_Administrao_Pblica,VA_Administrao_Pblica,VA_Total,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,24296590644.0,1.1132113318200006e+16,6474338067100003.0,3973614317000002.0,2.400972476610001e+16,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
RI Guamá,1.7136684299999996e+16,9805732210000000.0,3.4745280449999996e+16,3.103264473000001e+16,9272034169000002.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
Castanhal,140845751.0,642749807.0,2195152724.0,890523003.0,3869271285.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
Colares,20699347.0,2829947.0,16834039.0,57902307.0,98265641.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
Curuçá,103441162.0,13672111.0,6016561.0,177839268.0,355118151.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
Igarapé-Açu,82651325.0,3019445.0,108470496.0,159985754.0,381302024.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
Inhangapi,76518941.0,1935733.0,1697558.0,49419605.0,162271456.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
Magalhães Barata,3689316.0,2912108.0,13278698.0,42987021.0,96070987.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
Maracanã,74588787.0,9660218.0,44450683.0,152739343.0,281439031.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
Marapanim,52540897.0,845334.0,53616651.0,140619411.0,255230298.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
Santa Izabel do Pará,117822254.0,69303656.0,328897463.0,297739738.0,813763112.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
Santa Maria do Pará,105234825.0,27644783.0,106106899.0,103188444.0,342174951.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
Santo Antônio do Tauá,16057247.0,54987767.0,7576126.0,147106096.0,438427594.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
São Caetano de Odivelas,58502663.0,5431818.0,28931013.0,847846.0,177650093.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
São Domingos do Capim,204220646.0,14408525.0,50689405.0,159058665.0,428377242.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
São Francisco do Pará,108779009.0,11976342.0,52627228.0,75952577.0,249335155.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
São João da Ponta,16515504.0,1727829.0,61592.0,3127977.0,55682303.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
São Miguel do Guamá,248068914.0,47186235.0,173800045.0,272181071.0,741236264.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
Terra Alta,8621476.0,269388.0,14728878.0,54485072.0,80529306.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
Vigia,97151299.0,15383075.0,127882173.0,205472728.0,445889276.0,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
Fonte: FAPESPA/IBGE,,,,,,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
Elaboração: FAPESPA,,,,,,6 Guamá,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri guama.xlsx,Guamá
