EstadoMunicpios,_Participao_PIB_Estadual,_Participao_VA_Agropecuria_Estadual,_Participao_VA_Industrial_Estadual,_Participao_VA_Servios_Estadual_Exclusive_Administrao_Pblica,_Participao_VA_Administrao_Pblica_Estadual,_Participao_VA_Total_Estadual,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,100.0,100.0,100.0,100.0,100.0,100.0,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
RI Guamá,3991740557431525.0,7053123029107738.0,8808509156988644.0,5366615102563398.0,7809677098563763.0,3.861782781488374e+16,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
Castanhal,1.7905254597210484e+16,5796934766021652.0,5773834568762086.0,3.3905438691175056e+16,224109068459449.0,1.6115433736513012e+16,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
Colares,3.83507749978225e+16,8519445095524810.0,2.5421471369441e+16,2.60011739046248e+16,1.457169779972885e+16,4.09274333451518e+16,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
Curuçá,1.405037231466052e+16,4.257435272118913e+16,1.22816850755977e+16,9292936108130890.0,4.475504007501791e+16,1.479059649619145e+16,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
Igarapé-Açu,1.580725326666003e+16,3401766371711522.0,2.71237357516247e+16,1.675391289052446e+16,4.026202374889417e+16,1.588114931406339e+16,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
Inhangapi,6638522084475300.0,3.149369478260367e+16,1738872884841410.0,2.62197923927746e+16,1.243694054266212e+16,6758572102797090.0,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
Magalhães Barata,3.73972289644226e+16,1.518450079707405e+16,2615952530090500.0,2.05097383892834e+16,1.081811609548818e+16,4001336455786660.0,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
Maracanã,1.101468621744608e+16,3069928126661654.0,8677793446646300.0,6865672218428100.0,3.843839155364104e+16,1.172187660382394e+16,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
Marapanim,1.001480678997805e+16,2.16248023312583e+16,759365248840890.0,8281410461473790.0,3538828879249781.0,1.063028837216687e+16,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
Santa Izabel do Pará,3554681193683263.0,4849332802546764.0,6.22556149214675e+16,5080016823207385.0,7492919902321761.0,3.389306291211528e+16,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
Santa Maria do Pará,1.412819830361122e+16,4331258921958565.0,2483336470785220.0,1638884128389786.0,2.596840955563729e+16,1.42515149312801e+16,6 Guamá,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri guama.xlsx,Guamá
