EstadoMunicpios,Populao_Total,Populao_menor_que_15_anos,Populao_entre_15_e_64_anos,Populao_maior_que_64_anos,Proporo_de_Idosos,Razo_de_Dependncia,ndice_de_Envelhecimento,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,8711196.0,1999423.0,6029379.0,682394.0,7.833528254903229e+16,4447915780381363.0,3.4129546374128932e+16,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
RI Guamá,704891.0,149372.0,493641.0,61878.0,8778378501073215.0,4279425736517023.0,4142543448571352.0,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
Castanhal,209126.0,42966.0,149615.0,16545.0,7911498331149641.0,3977609196938809.0,3850719173299819.0,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
Colares,13625.0,3070.0,9179.0,1376.0,1009908256880734.0,4843664887242619.0,4482084690553746.0,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
Curuçá,44880.0,9151.0,31271.0,4458.0,9933155080213904.0,4.3519554859134664e+16,4871598732378975.0,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
Igarapé-Açu,37925.0,7923.0,26320.0,3682.0,9708635464733026.0,440919452887538.0,464722958475325.0,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
Inhangapi,10784.0,2568.0,7271.0,945.0,8762982195845698.0,4.8315224865905656e+16,3679906542056075.0,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
Magalhães Barata,8439.0,1811.0,5652.0,976.0,1.1565351344946084e+16,4.930997876857749e+16,5.389287686361126e+16,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
Maracanã,27129.0,5664.0,18495.0,2970.0,1.0947694349220392e+16,4668288726682887.0,5.24364406779661e+16,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
Marapanim,28159.0,5723.0,19194.0,3242.0,1.15131929400902e+16,4670730436594769.0,5664861086842565.0,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
