EstadoMunicpios,Populao_Total,Populao_menor_que_15_anos,Populao_entre_15_e_64_anos,Populao_maior_que_64_anos,Proporo_de_Idosos,Razo_de_Dependncia,ndice_de_Envelhecimento,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Santa Izabel do Pará,79195.0,15662.0,57976.0,5557.0,7016857124818486.0,3659962743204084.0,3548078150938577.0,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
Santa Maria do Pará,25815.0,5295.0,18184.0,2336.0,904900251791594.0,4.196546414430269e+16,4411709159584514.0,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
Santo Antônio do Tauá,29234.0,6493.0,20013.0,2728.0,9331600191557774.0,4607505121670914.0,4.201447712921608e+16,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
São Caetano de Odivelas,17258.0,3593.0,11826.0,1839.0,1.0655927685710974e+16,4.593269068154913e+16,5.118285555246312e+16,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
São Domingos do Capim,32554.0,8247.0,21804.0,2503.0,7.688763285617742e+16,4.930288020546688e+16,3035043045956105.0,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
São Francisco do Pará,15429.0,3173.0,10608.0,1648.0,1.0681184781904204e+16,4544683257918552.0,5193822880554681.0,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
São João da Ponta,4470.0,993.0,2929.0,548.0,1.2259507829977628e+16,5261181290542848.0,5518630412890232.0,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
São Miguel do Guamá,55970.0,13410.0,38223.0,4337.0,7748793996783991.0,4643015985139837.0,3234153616703953.0,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
Terra Alta,10837.0,2430.0,7323.0,1084.0,1.0002768293808248e+16,4798579817014885.0,4.460905349794238e+16,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
Vigia,54062.0,11200.0,37758.0,5104.0,9441012171210832.0,4.318025319137666e+16,4557142857142858.0,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
"Fonte: DATASUS - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2025",,,,,,,,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
Elaboração: FAPESPA,,,,,,,,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
"Nota1: Indicador calculado com base na referência internacional de comparação, onde a população considerada ativa ",,,,,,,,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
é composta por pessoas de 15 a 64 anos de idade e a população idosa formada pelas pessoas com 65 anos e mais de idade.,,,,,,,,6 Guamá,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_guamá.xlsx,Guamá
