Par,1445663,154931,99624,261547,868244,61317,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Guamá,90117.0,16156.0,2178.0,20927.0,42837.0,8019.0,6 Guamá,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama.xlsx,Guamá
Castanhal,42659.0,9322.0,1662.0,12799.0,17739.0,1137.0,6 Guamá,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama.xlsx,Guamá
Colares,580.0,1.0,2.0,67.0,496.0,14.0,6 Guamá,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama.xlsx,Guamá
Curuçá,2098.0,157.0,55.0,345.0,1444.0,97.0,6 Guamá,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama.xlsx,Guamá
Igarapé-Açu,2821.0,297.0,16.0,776.0,1080.0,652.0,6 Guamá,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama.xlsx,Guamá
Inhangapi,1143.0,346.0,44.0,21.0,593.0,139.0,6 Guamá,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama.xlsx,Guamá
Magalhães Barata,1486.0,10.0,3.0,22.0,1439.0,12.0,6 Guamá,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama.xlsx,Guamá
Maracanã,3203.0,4.0,14.0,60.0,2941.0,184.0,6 Guamá,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama.xlsx,Guamá
Marapanim,2282.0,20.0,2.0,208.0,2003.0,49.0,6 Guamá,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama.xlsx,Guamá
Santa Izabel do Pará,11883.0,2395.0,137.0,3112.0,2670.0,3569.0,6 Guamá,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri guama.xlsx,Guamá
