Par,1445663,13001,27369,17213,69065,120790,63390,742285,27276,365274,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Santa Maria do Pará,2355.0,10.0,51.0,29.0,92.0,222.0,143.0,1468.0,21.0,319.0,6 Guamá,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama.xlsx,Guamá
Santo Antônio do Tauá,5015.0,18.0,147.0,57.0,364.0,485.0,242.0,2112.0,44.0,1546.0,6 Guamá,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama.xlsx,Guamá
São Caetano de Odivelas,1352.0,3.0,18.0,9.0,120.0,229.0,57.0,564.0,7.0,345.0,6 Guamá,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama.xlsx,Guamá
São Domingos do Capim,2226.0,11.0,58.0,25.0,395.0,273.0,50.0,656.0,128.0,630.0,6 Guamá,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama.xlsx,Guamá
São Francisco do Pará,1035.0,15.0,29.0,16.0,59.0,143.0,56.0,453.0,7.0,257.0,6 Guamá,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama.xlsx,Guamá
São João da Ponta,440.0,8.0,7.0,7.0,6.0,82.0,4.0,162.0,3.0,161.0,6 Guamá,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama.xlsx,Guamá
São Miguel do Guamá,6772.0,100.0,395.0,281.0,722.0,929.0,453.0,2519.0,104.0,1269.0,6 Guamá,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama.xlsx,Guamá
Terra Alta,456.0,9.0,17.0,12.0,12.0,50.0,17.0,223.0,5.0,111.0,6 Guamá,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama.xlsx,Guamá
Vigia,2311.0,7.0,60.0,48.0,82.0,139.0,102.0,1151.0,25.0,697.0,6 Guamá,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama.xlsx,Guamá
Fonte: MTE-RAIS,,,,,,,,,,,6 Guamá,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama.xlsx,Guamá
Elaboração: FAPESPA,,,,,,,,,,,6 Guamá,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama,..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri guama.xlsx,Guamá
