Par,23001070720,2051340906,20949729814,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Guamá,258724629,17675701,241048928.0,6 Guamá,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama.xlsx",Guamá
Castanhal,244505870,8980660,235525210.0,6 Guamá,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama.xlsx",Guamá
Colares,,,0.0,6 Guamá,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama.xlsx",Guamá
Curuçá,,,0.0,6 Guamá,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama.xlsx",Guamá
Igarapé-Açu,,,0.0,6 Guamá,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama.xlsx",Guamá
Inhangapi,3520029,8645,3511384.0,6 Guamá,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama.xlsx",Guamá
Magalhães Barata,,,0.0,6 Guamá,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama.xlsx",Guamá
Maracanã,,,0.0,6 Guamá,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama.xlsx",Guamá
Marapanim,,,0.0,6 Guamá,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama.xlsx",Guamá
Santa Izabel do Pará,8242527,6920577,1321950.0,6 Guamá,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama.xlsx",Guamá
Santa Maria do Pará,2239,6387,-4148.0,6 Guamá,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama.xlsx",Guamá
Santo Antônio do Tauá,1260834,1692934,-432100.0,6 Guamá,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama.xlsx",Guamá
São Caetano de Odivelas,,,0.0,6 Guamá,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama.xlsx",Guamá
São Domingos do Capim,240186,33898,206288.0,6 Guamá,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama.xlsx",Guamá
São Francisco do Pará,,,0.0,6 Guamá,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 ri guama.xlsx",Guamá
