Par,col,191,101220,12640,114051,73,407,221043,28312,249835,2079,136328,1036295,130742,1305444,8585,312964,133,29064,350746,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Santa Maria do Pará,-,-,416.0,26,442.0,-,-,680.0,76,756.0,-,1510,1739.0,160,3409.0,-,940.0,-,-,940.0,6 Guamá,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá.xlsx",Guamá
Santo Antônio do Tauá,-,-,237.0,39,276.0,-,-,836.0,134,970.0,-,-,4302.0,524,4826.0,-,1170.0,-,114,1284.0,6 Guamá,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá.xlsx",Guamá
São Caetano de Odivelas,-,-,363.0,-,363.0,-,-,515.0,-,515.0,-,220,2221.0,-,2441.0,-,509.0,-,-,509.0,6 Guamá,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá.xlsx",Guamá
São Domingos do Capim,-,-,646.0,12,658.0,-,-,989.0,36,1025.0,-,394,5296.0,119,5809.0,-,1237.0,-,-,1237.0,6 Guamá,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá.xlsx",Guamá
São Francisco do Pará,-,-,,13,13.0,-,-,407.0,37,444.0,-,-,1964.0,107,2071.0,-,646.0,-,-,646.0,6 Guamá,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá.xlsx",Guamá
São João da Ponta,-,-,76.0,-,76.0,-,-,184.0,-,184.0,-,-,893.0,-,893.0,-,252.0,-,-,252.0,6 Guamá,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá.xlsx",Guamá
São Miguel do Guamá,-,-,967.0,5,972.0,-,-,1890.0,85,1975.0,-,-,9183.0,260,9443.0,-,2332.0,-,55,2387.0,6 Guamá,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá.xlsx",Guamá
Terra Alta,-,-,87.0,12,99.0,-,-,271.0,22,293.0,-,254,1271.0,58,1583.0,-,539.0,-,-,539.0,6 Guamá,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá.xlsx",Guamá
Vigia,-,-,559.0,63,622.0,-,-,1241.0,125,1366.0,-,1822,4319.0,623,6764.0,38,2094.0,-,52,2184.0,6 Guamá,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá.xlsx",Guamá
Fonte: MEC - INEP,,,,,,,,,,,,,,,,,,,,,6 Guamá,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá.xlsx",Guamá
Elaboração: FAPESPA,,,,,,,,,,,,,,,,,,,,,6 Guamá,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá","..\..\Desktop\tabelas-powerBI\6 Guamá\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri guamá.xlsx",Guamá
