EstadoMunicpio,Creche,PrEscola,Ensino_Fundamental,Ensino_Mdio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,161.0,178.0,214.0,301.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
RI Rio Capim,1.5193750000000004e+16,1.8012499999999996e+16,2.093125e+16,3.1731250000000004e+16,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Abel Figueiredo,15.0,195.0,219.0,335.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Aurora do Pará,145.0,156.0,176.0,319.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Bujaru,141.0,159.0,193.0,298.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Capitão Poço,139.0,152.0,156.0,241.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Concórdia do Pará,129.0,182.0,21.0,334.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Dom Eliseu,204.0,238.0,234.0,29.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Garrafão do Norte,141.0,168.0,174.0,296.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
Ipixuna do Pará,135.0,186.0,198.0,303.0,10 Rio Capim,12,Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,20,Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 12 - Média de Alunos por Turma por Nível de Ensino - 2024 ri rio capim.xlsx,Rio Capim
