EstadoMunicpios,Leite_Mil_litros,Ovos_de_galinha_Mil_dzias,Ovos_de_codorna_Mil_dzias,Mel_de_abelha_Quilogramas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,511007.0,39437.0,29,745689.0,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
RI Rio Capim,34998.0,5408.0,0,283805.0,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Abel Figueiredo,3949.0,23.0,-,,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Aurora do Pará,996.0,22.0,-,,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Bujaru,48.0,37.0,-,8000.0,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Capitão Poço,417.0,38.0,-,112000.0,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Concórdia do Pará,50.0,12.0,-,2200.0,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Dom Eliseu,681.0,4285.0,-,14200.0,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Garrafão do Norte,270.0,50.0,-,35000.0,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Ipixuna do Pará,3190.0,175.0,-,9800.0,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
Irituia,1250.0,29.0,-,515.0,10 Rio Capim,46,Producao de Origem Animal por Tipo - 2024 ri rio capim,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim,..\..\Desktop\tabelas-powerBI\10 Rio Capim\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri rio capim.xlsx,Rio Capim
