Par,11569,3762,15331,2384,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Marajó,547.0,0.0,547.0,42.0,8 Marajó,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo.xlsx,Marajó
Afuá,30.0,0.0,30.0,0.0,8 Marajó,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo.xlsx,Marajó
Anajás,20.0,0.0,20.0,1.0,8 Marajó,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo.xlsx,Marajó
Bagre,15.0,0.0,15.0,1.0,8 Marajó,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo.xlsx,Marajó
Breves,140.0,0.0,140.0,20.0,8 Marajó,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo.xlsx,Marajó
Cachoeira do Arari,22.0,0.0,22.0,1.0,8 Marajó,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo.xlsx,Marajó
Chaves,16.0,0.0,16.0,0.0,8 Marajó,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo.xlsx,Marajó
Curralinho,26.0,0.0,26.0,1.0,8 Marajó,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo.xlsx,Marajó
Gurupá,23.0,0.0,23.0,1.0,8 Marajó,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo.xlsx,Marajó
Melgaço,15.0,0.0,15.0,1.0,8 Marajó,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri marajo.xlsx,Marajó
