EstadoMunicpios,bitos_por_Agresses_,Populao_Total,Taxa_de_Homicdio_100_Mil_habitantes,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,2211.0,8664306.0,2.5518489305433116e+16,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
RI Marajó,84.0,630633.0,1331994995504517.0,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Afuá,5.0,40246.0,1242359489141778.0,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Anajás,4.0,30003.0,1.3332000133320004e+16,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Bagre,1.0,34633.0,288741951318107.0,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Breves,21.0,115051.0,1.8252774856368044e+16,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Cachoeira do Arari,0.0,25243.0,0.0,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Chaves,3.0,21487.0,1.3961930469586262e+16,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Curralinho,3.0,36451.0,823022687992099.0,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Gurupá,3.0,33922.0,8843818171098402.0,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Melgaço,1.0,29846.0,3350532734704818.0,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Muaná,2.0,48955.0,4085384536819529.0,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Oeiras do Pará,6.0,36377.0,1649393847760948.0,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Ponta de Pedras,2.0,25767.0,7761865952574999.0,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Portel,15.0,66898.0,2.2422194983407572e+16,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Salvaterra,5.0,25441.0,1.9653315514327268e+16,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Santa Cruz do Arari,0.0,7654.0,0.0,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
São Sebastião da Boa Vista,9.0,27441.0,3.2797638570022956e+16,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Soure,4.0,25218.0,1.5861686097232136e+16,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Fonte: DATASUS,,,,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
Elaboração: FAPESPA,,,,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
*Dados Preliminares extraídos em Outubro/2025.,,,,8 Marajó,30,"Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo",20,"Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 30 - Número de Óbitos por Agressão, População e Taxa de Homicídio Total - 2024 ri marajo.xlsx",Marajó
