EstadoMunicpios,PIB_R_1000,Populao,PIB_Per_capita,Razo_PIB_Per_capita_entre_Municpio_e_Par_R_100,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,2.5454651119799996e+16,8121025.0,3.1295764606916276e+16,1.0,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
RI Marajó,8302943429.0,591064.0,1.4047452440006496e+16,4488611355704679.0,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Afuá,665557288.0,37765.0,1762365.0,5631321113690005.0,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Anajás,370837756.0,28011.0,13239.0,423028488560213.0,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Bagre,329848074.0,31892.0,1034266.0,3.304811411354462e+16,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Breves,1515249515.0,106968.0,1416545.0,4.526315358618679e+16,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Cachoeira do Arari,354702357.0,23981.0,1479097.0,4726189050109112.0,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Chaves,331189508.0,20757.0,1595556.0,5098312886873474.0,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Curralinho,396832058.0,33903.0,1170492.0,3.740097149571877e+16,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Gurupá,489496626.0,31786.0,1539976.0,4920716970307445.0,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Melgaço,347498563.0,27881.0,1246363.0,3982529315562903.0,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Muaná,464374317.0,45368.0,1023572.0,3.27064065331637e+16,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Oeiras do Pará,535992102.0,33844.0,1583714.0,5060473900835782.0,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Ponta de Pedras,313391742.0,24984.0,125437.0,4008114247263951.0,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Portel,1153539866.0,62503.0,1845575.0,5897203737249906.0,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Salvaterra,270697647.0,24129.0,1121877.0,3584756640686352.0,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Santa Cruz do Arari,115244936.0,7445.0,1547951.0,4.946199651750663e+16,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
São Sebastião da Boa Vista,309742598.0,25643.0,1207903.0,3859637286935169.0,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Soure,338748476.0,24204.0,1399556.0,447203005767337.0,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Fonte: FAPESPA/IBGE,,,,,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
Elaboração: FAPESPA,,,,,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
"NOTA:  Para o cálculo do PIB per capita de 2023, por Unidade da Federação e por Município, foi utilizada a população da publicação ‘Relação da população residente dos Municípios enviada para o TCU em 2023’",,,,,8 Marajó,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri marajo.xlsx",Marajó
