Par,col,7,1102,11,38,2073,163,6399,9017,1126,32,3075,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Marajó,-,-,2,-,-,2,-,174,21,38,-,25,8 Marajó,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo.xlsx",Marajó,6417,493.0
Afuá,-,-,-,-,-,-,-,-,-,-,-,12,8 Marajó,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo.xlsx",Marajó,6417,7.0
Anajás,-,-,-,-,-,-,-,-,-,-,-,-,8 Marajó,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo.xlsx",Marajó,6417,20.0
Bagre,-,-,-,-,-,-,-,-,-,-,-,-,8 Marajó,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo.xlsx",Marajó,6417,
Breves,-,-,2,-,-,2,-,-,21,38,-,8,8 Marajó,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo.xlsx",Marajó,6417,164.0
Cachoeira do Arari,-,-,-,-,-,-,-,51,-,-,-,-,8 Marajó,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo.xlsx",Marajó,6417,13.0
Chaves,-,-,-,-,-,-,-,-,-,-,-,-,8 Marajó,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo.xlsx",Marajó,6417,19.0
Curralinho,-,-,-,-,-,-,-,23,-,-,-,-,8 Marajó,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo.xlsx",Marajó,6417,29.0
Gurupá,-,-,-,-,-,-,-,-,-,-,-,5,8 Marajó,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo.xlsx",Marajó,6417,27.0
Melgaço,-,-,-,-,-,-,-,-,-,-,-,-,8 Marajó,7,"Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo",20,"Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 7 - Número de Docentes em Crecehes e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajo.xlsx",Marajó,6417,19.0
