Par,1445663,839050,606613,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Marajó,44051.0,21811.0,22240.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Afuá,1704.0,846.0,858.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Anajás,1214.0,554.0,660.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Bagre,797.0,377.0,420.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Breves,11140.0,5309.0,5831.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Cachoeira do Arari,947.0,521.0,426.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Chaves,1081.0,588.0,493.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Curralinho,1276.0,657.0,619.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Gurupá,4318.0,1964.0,2354.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Melgaço,4100.0,2067.0,2033.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Muaná,1265.0,682.0,583.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Oeiras do Pará,1127.0,537.0,590.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Ponta de Pedras,1045.0,502.0,543.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Portel,6911.0,3213.0,3698.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Salvaterra,2213.0,1231.0,982.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Santa Cruz do Arari,1731.0,990.0,741.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
São Sebastião da Boa Vista,884.0,407.0,477.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Soure,2298.0,1366.0,932.0,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Fonte: MTE-RAIS,,,,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
Elaboração: FAPESPA,,,,8 Marajó,23,Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,20,Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 23 - Vínculos Empregatícios Total e por Sexo no Emprego Formal - 2024 - ri marajo.xlsx,Marajó
