EstadoMunicpio,rea_de_Floresta_km,Hidrografia_km,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,8144011.0,439279.0,8 Marajó,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo.xlsx,Marajó
RI Marajó,5731819999999999.0,138417.0,8 Marajó,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo.xlsx,Marajó
Afuá,50356.0,27406.0,8 Marajó,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo.xlsx,Marajó
Anajás,54182.0,1368.0,8 Marajó,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo.xlsx,Marajó
Bagre,32499.0,2568.0,8 Marajó,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo.xlsx,Marajó
Breves,61528.0,10229.0,8 Marajó,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo.xlsx,Marajó
Cachoeira do Arari,2728.0,4657.0,8 Marajó,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo.xlsx,Marajó
Chaves,2599.0,37617.0,8 Marajó,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo.xlsx,Marajó
Curralinho,2587.0,3706.0,8 Marajó,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo.xlsx,Marajó
Gurupá,45293.0,12973.0,8 Marajó,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri marajo.xlsx,Marajó
