Par,326240796288622,321345718915439,33301152930946,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Marajó,2.5569306836189652e+16,2480468871976553.0,2588940154989121.0,8 Marajó,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo.xlsx,Marajó
Afuá,369119654929577.0,349466865248218.0,388497580419589.0,8 Marajó,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo.xlsx,Marajó
Anajás,338850104612842.0,336722842960289.0,3406357151515.0,8 Marajó,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo.xlsx,Marajó
Bagre,23730859473023.0,400839098143231.0,905204999999897.0,8 Marajó,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo.xlsx,Marajó
Breves,25970315502692.0,257314399510258.0,261878065511907.0,8 Marajó,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo.xlsx,Marajó
Cachoeira do Arari,242886243928191.0,221389999999993.0,171536710037171.0,8 Marajó,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo.xlsx,Marajó
Chaves,104487187789083.0,122276352040817.0,83270091277888.0,8 Marajó,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo.xlsx,Marajó
Curralinho,440204217868354.0,471285436834113.0,407214943457201.0,8 Marajó,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo.xlsx,Marajó
Gurupá,28019557202409.0,272875523930764.0,286302867884452.0,8 Marajó,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo.xlsx,Marajó
Melgaço,227578159512196.0,220007849056601.0,23527507624201.0,8 Marajó,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri marajo.xlsx,Marajó
