Par,25454651119799995,26290497911899993,24009724766100007,22807731455,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Marajó,8302943429.0,5950416828.0,5752924839000001.0,1.9749198899999996e+16,8 Marajó,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo.xlsx",Marajó
Afuá,665557288.0,443759447.0,431668638.0,12090809.0,8 Marajó,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo.xlsx",Marajó
Anajás,370837756.0,258574161.0,243948972.0,14625189.0,8 Marajó,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo.xlsx",Marajó
Bagre,329848074.0,250289533.0,246038146.0,4251387.0,8 Marajó,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo.xlsx",Marajó
Breves,1515249515.0,892629519.0,832849928.0,59779591.0,8 Marajó,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo.xlsx",Marajó
Cachoeira do Arari,354702357.0,255900891.0,246594939.0,9305953.0,8 Marajó,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo.xlsx",Marajó
Chaves,331189508.0,247974064.0,245680238.0,2293826.0,8 Marajó,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo.xlsx",Marajó
Curralinho,396832058.0,282041976.0,275691531.0,6350445.0,8 Marajó,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo.xlsx",Marajó
Gurupá,489496626.0,333716018.0,325448186.0,8267832.0,8 Marajó,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo.xlsx",Marajó
Melgaço,347498563.0,216421144.0,212087849.0,4333294.0,8 Marajó,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo.xlsx",Marajó
Muaná,464374317.0,338389601.0,330240844.0,8148757.0,8 Marajó,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo.xlsx",Marajó
Oeiras do Pará,535992102.0,418633997.0,410773019.0,7860978.0,8 Marajó,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo.xlsx",Marajó
Ponta de Pedras,313391742.0,274902796.0,264951376.0,995142.0,8 Marajó,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo.xlsx",Marajó
Portel,1153539866.0,944900281.0,921941908.0,22958373.0,8 Marajó,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri marajo.xlsx",Marajó
