Par,118515,09770915074041261,17936126228747415,28677382609796226,24599417795215793,1656330422309412,870185208623381,25439817744589295,00008437750495717842,27655302109597697,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Marajó,11390.0,1.589113257243196e+16,2366110623353819.0,3.0184372256365236e+16,2.1237928007023704e+16,1.3599648814749782e+16,7.058823529411765e+16,266900790166813.0,0.0,232448983798818.0,8 Marajó,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo.xlsx,Marajó
Afuá,959.0,2398331595411887.0,2.3149113660062564e+16,2700729927007299.0,2075078206465068.0,1386861313868613.0,969760166840459.0,3.1282586027111576e+16,0.0,4363166525865925.0,8 Marajó,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo.xlsx,Marajó
Anajás,770.0,2.5974025974025972e+16,2.3376623376623372e+16,2909090909090909.0,2.324675324675325e+16,1.1688311688311688e+16,7792207792207792.0,2207792207792208.0,0.0,3.286338032863381e+16,8 Marajó,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo.xlsx,Marajó
Bagre,489.0,1.8404907975460124e+16,2.5357873210633948e+16,3.0879345603271984e+16,2.1881390593047036e+16,1.0429447852760736e+16,7361963190184049.0,2.2494887525562372e+16,0.0,1.963445268963127e+16,8 Marajó,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo.xlsx,Marajó
Breves,2506.0,1.3966480446927374e+16,2011173184357542.0,2.7294493216280924e+16,2262569832402235.0,1.6001596169193936e+16,8499600957701517.0,407023144453312.0,0.0,2.99345507644436e+16,8 Marajó,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo.xlsx,Marajó
Cachoeira do Arari,292.0,684931506849315.0,2.123287671232877e+16,3356164383561644.0,2089041095890411.0,1.4383561643835616e+16,6506849315068493.0,273972602739726.0,0.0,1.346908053717862e+16,8 Marajó,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo.xlsx,Marajó
Chaves,330.0,1.5151515151515152e+16,2.3939393939393936e+16,2727272727272727.0,2.424242424242424e+16,1.393939393939394e+16,6969696969696971.0,2.1212121212121212e+16,0.0,2.00121003397403e+16,8 Marajó,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo.xlsx,Marajó
Curralinho,688.0,1.0174418604651164e+16,2.7325581395348836e+16,3.1976744186046516e+16,2.005813953488372e+16,1.2790697674418606e+16,5377906976744186.0,1.4534883720930232e+16,0.0,1.5747167430248824e+16,8 Marajó,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo.xlsx,Marajó
Gurupá,659.0,1.820940819423369e+16,2412746585735964.0,3171471927162367.0,2.0637329286798176e+16,1.5174506828528072e+16,4400606980273141.0,212443095599393.0,0.0,1.0199870290666824e+16,8 Marajó,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo.xlsx,Marajó
Melgaço,509.0,137524557956778.0,2.5736738703339884e+16,2691552062868369.0,1905697445972495.0,1.4341846758349704e+16,8447937131630647.0,412573673870334.0,0.0,3283522080010722.0,8 Marajó,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo.xlsx,Marajó
Muaná,593.0,1.1804384485666104e+16,2.580101180438449e+16,3456998313659359.0,2.1079258010118044e+16,1.0792580101180436e+16,5733558178752108.0,8431703204047217.0,0.0,1.5544888162598304e+16,8 Marajó,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo.xlsx,Marajó
Oeiras do Pará,609.0,1.6420361247947456e+16,2.9064039408866996e+16,3218390804597701.0,2.1182266009852216e+16,1.0673234811165844e+16,4597701149425287.0,6568144499178982.0,0.0,2.2349286637160844e+16,8 Marajó,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo.xlsx,Marajó
Ponta de Pedras,332.0,6024096385542169.0,25.0,2.891566265060241e+16,2289156626506024.0,1.3855421686746988e+16,6927710843373494.0,1.8072289156626504e+16,0.0,2487678037800287.0,8 Marajó,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo.xlsx,Marajó
Portel,1515.0,1.848184818481848e+16,2415841584158416.0,3.1617161716171616e+16,2013201320132013.0,1.2871287128712872e+16,6204620462046204.0,3.1683168316831684e+16,0.0,5.7131752817722504e+16,8 Marajó,17,Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,20,Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 17 - Percent de Nasc Vivos Fx Etária da Mãe - 2024 e Prop de Mulheres Ex Citopato - 2024 ri marajo.xlsx,Marajó
