EstadoMunicpios,bitos_de_Jovens_por_Agresso_,Populao_Jovem_de_15_a_29_anos,Taxa_de_Homicdio_de_Jovens_100000_hab,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,1026.0,2269457.0,4520905220940516.0,8 Marajó,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo.xlsx",Marajó
RI Marajó,51.0,186584.0,2.7333533421944004e+16,8 Marajó,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo.xlsx",Marajó
Afuá,1.0,11701.0,854627809588924.0,8 Marajó,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo.xlsx",Marajó
Anajás,2.0,9199.0,2174149364061311.0,8 Marajó,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo.xlsx",Marajó
Bagre,1.0,10819.0,9242998428690268.0,8 Marajó,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo.xlsx",Marajó
Breves,14.0,34348.0,4075928729474788.0,8 Marajó,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo.xlsx",Marajó
Cachoeira do Arari,0.0,6840.0,0.0,8 Marajó,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo.xlsx",Marajó
Chaves,1.0,6146.0,1.6270745200130164e+16,8 Marajó,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo.xlsx",Marajó
Curralinho,2.0,11282.0,1772735330615139.0,8 Marajó,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo.xlsx",Marajó
Gurupá,1.0,10473.0,9548362455838824.0,8 Marajó,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo.xlsx",Marajó
Melgaço,1.0,9478.0,1.0550749103186328e+16,8 Marajó,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo.xlsx",Marajó
Muaná,1.0,13982.0,7152052639107423.0,8 Marajó,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo.xlsx",Marajó
Oeiras do Pará,4.0,10842.0,3689356207341819.0,8 Marajó,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo.xlsx",Marajó
Ponta de Pedras,1.0,7059.0,1.4166312508853944e+16,8 Marajó,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo.xlsx",Marajó
Portel,9.0,21068.0,4271881526485665.0,8 Marajó,31,"Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo",20,"Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 31 - Óbitos de Jovens de 15 a 29 anos por Agressão, População Jovem e Taxa de Homicídio de Jovens - 2024 ri marajo.xlsx",Marajó
