EstadoMunicpios,Leite_Mil_litros,Ovos_de_galinha_Mil_dzias,Ovos_de_codorna_Mil_dzias,Mel_de_abelha_Quilogramas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,511007.0,39437.0,29,745689,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó
RI Marajó,9581.0,383.0,0,870,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó
Afuá,72.0,15.0,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó
Anajás,47.0,4.0,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó
Bagre,25.0,2.0,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó
Breves,38.0,8.0,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó
Cachoeira do Arari,1080.0,26.0,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó
Chaves,3060.0,7.0,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó
Curralinho,7.0,6.0,-,250,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó
Gurupá,27.0,2.0,-,90,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó
Melgaço,43.0,2.0,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó
Muaná,210.0,29.0,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó
Oeiras do Pará,22.0,200.0,-,-,8 Marajó,46,Producao de Origem Animal por Tipo - 2024 ri marajo,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri marajo.xlsx,Marajó
