Par,99624,61317,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Marajó,402,870,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,44051.0
Afuá,40,-,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,1704.0
Anajás,2,-,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,1214.0
Bagre,-,2,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,797.0
Breves,69,-,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,11140.0
Cachoeira do Arari,-,64,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,947.0
Chaves,1,288,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,1081.0
Curralinho,-,-,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,1276.0
Gurupá,-,-,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,4318.0
Melgaço,3,-,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,4100.0
Muaná,74,36,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,1265.0
Oeiras do Pará,-,1,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,1127.0
Ponta de Pedras,5,80,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,1045.0
Portel,162,143,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,6911.0
Salvaterra,19,46,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,2213.0
Santa Cruz do Arari,-,23,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,1731.0
São Sebastião da Boa Vista,1,-,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,884.0
Soure,26,187,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,2298.0
Fonte: MTE-RAIS,,,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,
Elaboração: FAPESPA,,,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,1445663,
RI Marajó,402,870,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,154931,940.0
Afuá,40,-,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,154931,228.0
Anajás,2,-,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,154931,46.0
Bagre,-,2,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,154931,
Breves,69,-,8 Marajó,24,Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,20,Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 24 - Vínculos Empregatícios no Emprego Formal por Grande Setor (IBGE) - 2024 - ri marajo.xlsx,Marajó,154931,213.0
