Par,col,1,437,1_2,19,681,3,480,747,21,2,261,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Marajó,-,-,1,-,-,1,-,15,2,1,-,3,8 Marajó,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,3344,412.0
Afuá,-,-,-,-,-,-,-,-,-,-,-,1,8 Marajó,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,3344,1.0
Anajás,-,-,-,-,-,-,-,-,-,-,-,-,8 Marajó,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,3344,16.0
Bagre,-,-,-,-,-,-,-,-,-,-,-,-,8 Marajó,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,3344,
Breves,-,-,1,-,-,1,-,-,2,1,-,1,8 Marajó,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,3344,161.0
Cachoeira do Arari,-,-,-,-,-,-,-,6,-,-,-,-,8 Marajó,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,3344,25.0
Chaves,-,-,-,-,-,-,-,-,-,-,-,-,8 Marajó,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,3344,44.0
Curralinho,-,-,-,-,-,-,-,1,-,-,-,-,8 Marajó,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,3344,5.0
Gurupá,-,-,-,-,-,-,-,-,-,-,-,1,8 Marajó,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,3344,57.0
Melgaço,-,-,-,-,-,-,-,-,-,-,-,-,8 Marajó,6,"Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 6 - Estabelecimentos de Creche e Ensinos Pré-Escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,3344,1.0
