EstadoMunicpio,Desflorestamento_Acumulado_km,Incremento_do_Desflorestamento_km,Focos_de_Calor,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Melgaço,1.7783740859767022e+16,308042122785622.0,120.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Muaná,1036572026242067.0,361488760727974.0,88.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Oeiras do Pará,8223992497968851.0,663877596734849.0,302.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Ponta de Pedras,7343429309794867.0,0.0,78.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Portel,3490717305280006.0,106817649388357.0,1925.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Salvaterra,1.2432286231206122e+16,66345792462243.0,34.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Santa Cruz do Arari,0.0,0.0,19.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
São Sebastião da Boa Vista,1.2807758981762072e+16,760906153150326.0,15.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Soure,3497268937166466.0,0.0,53.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Fonte: PRODES - INPE-TERRABRASILIS/Queimadas,,,,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Elaboração: FAPESPA,,,,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
