EstadoMunicpio,Desflorestamento_Acumulado_km,Incremento_do_Desflorestamento_km,Focos_de_Calor,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,2914860687628959.0,2.260838831105545e+16,56070.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
RI Marajó,6546408966112887.0,1.5371304420357194e+16,3721.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Afuá,3.0540904488939284e+16,599768190699089.0,49.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Anajás,1873227987288701.0,184702827270568.0,22.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Bagre,2.3983830332677296e+16,916695024795975.0,177.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Breves,5541903999848046.0,188072603722241.0,78.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Cachoeira do Arari,8769032388521214.0,200585827455259.0,71.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Chaves,1.1167642488639116e+16,128293367168759.0,225.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Curralinho,2321539831764772.0,3092809515143.0,107.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
Gurupá,1.4757722673735694e+16,8717393088879.0,358.0,8 Marajó,33,"Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo",20,"Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 33 - Desflorestamento Acumulado (km²), Incremento do Desflorestamento (km²) e Focos de Calor - 2024 ri marajo.xlsx",Marajó
