EstadoMunicpio,Receita_Oramentria,Receita_Corrente,Receita_de_Transferncias_Correntes,Impostos,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,5873641911584.0,5671654857142.0,1941808253785.0,2901290031488.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
RI Marajó,361450889007.0,3.54435653969e+16,3.2365534465199996e+16,1.6794443414000002e+16,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Afuá,23337973707.0,22584216995.0,20001906606.0,954737382.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Anajás,18575938224.0,18464936324.0,17418462058.0,757891923.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Bagre,16621522846.0,14657807316.0,13944495135.0,355967548.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Breves,66991717793.0,66293970767.0,59566205507.0,3912870118.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Cachoeira do Arari,10945102928.0,10863735699.0,9678404161.0,171328233.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Chaves,14666962345.0,14258193054.0,13469122869.0,547844806.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Curralinho,21219554614.0,21056890714.0,18617815243.0,1321376591.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Gurupá,26201154404.0,2570536278.0,24013012755.0,1610132556.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Melgaço,17005392251.0,16937438651.0,15987977346.0,790830679.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Muaná,24702072787.0,24125868187.0,21791601601.0,117876742.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Oeiras do Pará,19109567729.0,18857846705.0,16825822162.0,1033577977.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Ponta de Pedras,1401238703.0,13767127704.0,13150674024.0,365207578.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Portel,42897049413.0,42486537909.0,38319609452.0,228012719.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Salvaterra,1151294311.0,1090604311.0,10760251237.0,10282501.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Santa Cruz do Arari,6208165743.0,6208165743.0,5564750748.0,193051858.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
São Sebastião da Boa Vista,15496046928.0,15337694497.0,13771052758.0,741958604.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Soure,11947337155.0,11923817814.0,1077418099.0,475947941.0,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Fonte: STN-FINBRA,,,,,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
Elaboração: FAPESPA,,,,,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
*Nota: A receita total do estado não equivale a soma das receitas dos municípios.,,,,,8 Marajó,48,"Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo",20,"Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 48 - Receitas Orçamentária, Corrente, Transferidas e Impostos - 2024 ri marajo.xlsx",Marajó
