Par,col,191,12640,73,407,28312,2079,136328,130742,8585,133,29064,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Marajó,-,-,39,-,-,22,-,2937,271,384,-,79,8 Marajó,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,101220,7809.0
Afuá,-,-,-,-,-,-,-,-,-,-,-,48,8 Marajó,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,101220,220.0
Anajás,-,-,-,-,-,-,-,-,-,-,-,-,8 Marajó,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,101220,258.0
Bagre,-,-,-,-,-,-,-,-,-,-,-,-,8 Marajó,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,101220,
Breves,-,-,39,-,-,22,-,-,271,384,-,28,8 Marajó,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,101220,2308.0
Cachoeira do Arari,-,-,-,-,-,-,-,927,-,-,-,-,8 Marajó,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,101220,319.0
Chaves,-,-,-,-,-,-,-,-,-,-,-,-,8 Marajó,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,101220,305.0
Curralinho,-,-,-,-,-,-,-,280,-,-,-,-,8 Marajó,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,101220,415.0
Gurupá,-,-,-,-,-,-,-,-,-,-,-,3,8 Marajó,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,101220,502.0
Melgaço,-,-,-,-,-,-,-,-,-,-,-,-,8 Marajó,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó","..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri marajó.xlsx",Marajó,101220,445.0
