Par,1382057,1419636,2801693,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Marajó,8566.0,26091.0,34657.0,8 Marajó,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó.xlsx,Marajó
Afuá,5.0,7.0,12.0,8 Marajó,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó.xlsx,Marajó
Anajás,169.0,486.0,655.0,8 Marajó,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó.xlsx,Marajó
Bagre,124.0,335.0,459.0,8 Marajó,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó.xlsx,Marajó
Breves,2435.0,9802.0,12237.0,8 Marajó,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó.xlsx,Marajó
Cachoeira do Arari,531.0,1027.0,1558.0,8 Marajó,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó.xlsx,Marajó
Chaves,10.0,24.0,34.0,8 Marajó,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó.xlsx,Marajó
Curralinho,176.0,612.0,788.0,8 Marajó,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó.xlsx,Marajó
Gurupá,192.0,985.0,1177.0,8 Marajó,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó.xlsx,Marajó
Melgaço,124.0,296.0,420.0,8 Marajó,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó.xlsx,Marajó
Muaná,350.0,1188.0,1538.0,8 Marajó,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri marajó.xlsx,Marajó
