Par,820361,301905,518456,11208843632599998,5406014641200002,5802828991400001,14650321514480005,7064060326700001,7586261187780002,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Marajó,33681.0,3316.0,30365.0,3755200577.0,467055713.0,3288144864.0,4990328833899999.0,6206936982000001.0,4369635135700001.0,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Afuá,1435.0,136.0,1299.0,161404043.0,1921225.0,142191793.0,2061930238.0,233089614.0,1828840624.0,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Anajás,297.0,17.0,280.0,3.4440316000000004e+16,2545983.0,31894333.0,482695585.0,38284363.0,444411222.0,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Bagre,831.0,35.0,796.0,8649995900000001.0,4177619.0,8232234.0,1144932553.0,55622031.0,1089310522.0,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Breves,12644.0,1454.0,11190.0,1412985593.0,204253192.0,1208732401.0,18667929542.0,2676253596.0,1.5991675945999998e+16,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Cachoeira do Arari,879.0,61.0,818.0,105959475.0,887937.0,97080105.0,1439119052.0,118243947.0,1.320875105e+16,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Chaves,87.0,4.0,83.0,11131396.0,5526.0,10578796.0,262964281.0,21965022.0,240999259.0,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Curralinho,556.0,25.0,531.0,64681034.0,3220869.0,61460165.0,677408534.0,38214098.0,639194436.0,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Gurupá,1355.0,81.0,1274.0,147969857.0,12963071.0,135006786.0,1913609175.0,163403605.0,175020557.0,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Melgaço,196.0,18.0,178.0,23020817.0,2641663.0,20379154.0,256086986.0,2209522.0,233991766.0,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
