Par,820361,301905,518456,11208843632599998,5406014641200002,5802828991400001,14650321514480005,7064060326700001,7586261187780002,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Muaná,3238.0,86.0,3152.0,365263606.0,12818616.0,35244499.0,4753376882.0,174274207.0,4579102675.0,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Oeiras do Pará,1817.0,50.0,1767.0,194349375.0,6763532.0,187585843.0,2592102386.0,93755701.0,2498346685.0,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Ponta de Pedras,2240.0,263.0,1977.0,2.52079839e+16,33911072.0,218168767.0,3.2292603550000004e+16,456146921.0,2.7731134340000004e+16,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Portel,3386.0,445.0,2941.0,367372778.0,63652323.0,303720455.0,4817716189.0,851234159.0,396648203.0,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Salvaterra,766.0,77.0,689.0,8718315599999999.0,10386912.0,76796244.0,1119190838.0,140266938.0,9789239.0,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Santa Cruz do Arari,323.0,31.0,292.0,351597.0,3608233.0,31551467.0,565580053.0,54812242.0,5107678109999999.0,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
São Sebastião da Boa Vista,709.0,42.0,667.0,7908221900000001.0,5797126.0,73285093.0,1643390378.0,9785443600000000.0,1545535942.0,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Soure,2922.0,491.0,2431.0,3.26617414e+16,71671282.0,254946132.0,4275995312.0,971420882.0,330457443.0,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Fonte: Ministério da Previdência Social,,,,,,,,,,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
Elaboração: FAPESPA,,,,,,,,,,8 Marajó,29,Benefícios Emitidos pela Previdência Social - 2024 ri marajo,20,Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 29 - Benefícios Emitidos pela Previdência Social - 2024 ri marajo.xlsx,Marajó
