EstadoMunicpios,_Participao_PIB_Estadual,_Participao_VA_Agropecuria_Estadual,_Participao_VA_Industrial_Estadual,_Participao_VA_Servios_Estadual_Exclusive_Administrao_Pblica,_Participao_VA_Administrao_Pblica_Estadual,_Participao_VA_Total_Estadual,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Melgaço,8231914995495010.0,1.297821511751358e+16,5452179497739200.0,3437011439528870.0,3.83110684267247e+16,8833414421287020.0,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Muaná,1.287117505853067e+16,4237104353792232.0,8262630586918300.0,6382040228941560.0,44487486931913.0,1.375446187814181e+16,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Oeiras do Pará,1592339553259323.0,7916853307461931.0,8216712082013700.0,6500746572668870.0,4207391398927254.0,1.710861007369737e+16,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Ponta de Pedras,1.045635563545448e+16,284102193642737.0,5572698393087300.0,716446878727433.0,3607180605998404.0,1.103516923168116e+16,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Portel,3594075259306159.0,1920982560222946.0,3.08838385105112e+16,1583614524564436.0,8010335593926234.0,3.839868707290286e+16,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Salvaterra,7992033308159400.0,1.484677275447617e+16,8213919261000200.0,7105974158777170.0,2.781537466460662e+16,8402864921003050.0,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Santa Cruz do Arari,3649093764655390.0,1.540547789129553e+16,1.5057347622032e+16,1.3432106741833e+16,1.178293922479844e+16,3941049592271940.0,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
São Sebastião da Boa Vista,9307083715947640.0,2.746710473820336e+16,4950555965855900.0,5048597194221100.0,3351389877730802.0,991699610551913.0,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Soure,9187521240922120.0,2205570105912511.0,6602827145123300.0,8511790615327590.0,2.881118620652482e+16,9601564792841480.0,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Fonte: FAPESPA/IBGE,,,,,,,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Elaboração: FAPESPA,,,,,,,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
