EstadoMunicpios,_Participao_PIB_Estadual,_Participao_VA_Agropecuria_Estadual,_Participao_VA_Industrial_Estadual,_Participao_VA_Servios_Estadual_Exclusive_Administrao_Pblica,_Participao_VA_Administrao_Pblica_Estadual,_Participao_VA_Total_Estadual,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,100.0,100.0,100.0,100.0,100.0,100.0,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
RI Marajó,2263333637856525.0,7226048949520261.0,1.632144075491485e+16,1.3361796249040972e+16,7425132588679462.0,2396081127561576.0,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Afuá,1.687908112227646e+16,7168174356306614.0,1.82416163216738e+16,712980053274796.0,4807686724468784.0,1.797890822178373e+16,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Anajás,9835270593447380.0,1.586729577201827e+16,7102657666153200.0,5.86172155464828e+16,4014967590524713.0,1.016042351074504e+16,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Bagre,9520151875355320.0,3.527084242214967e+16,5748126898365600.0,3570657071102690.0,329235531088912.0,1.024743716960004e+16,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Breves,3395255281931975.0,2.464812774659348e+16,2.92237736628252e+16,3562264861824022.0,1.2829581165413336e+16,3468802479468335.0,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Cachoeira do Arari,9733588608992080.0,3890794448699524.0,6969834727890200.0,5581443172334390.0,2.722127548646034e+16,1.027062748125185e+16,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Chaves,9432079408726530.0,4584888580962667.0,2867424098873700.0,2.16262231827995e+16,2946674479681264.0,1023253037647823.0,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Curralinho,1.072790545637928e+16,2305445600197107.0,5.8497679765381e+16,5369231980122830.0,4.48968613377381e+16,1148249443447417.0,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
Gurupá,1.269340805633614e+16,3.25242755898818e+16,7.5501099923756e+16,6989852326366160.0,4.851143911358117e+16,1.355484867779531e+16,8 Marajó,38,Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,20,Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 38 - Participação do VA dos Setores e da Administração Pública em relação ao Total do Estado - 2021 ri marajo.xlsx,Marajó
