EstadoMunicpios,Masculino,Feminino,Razo_de_Sexos,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,4373481.0,4337715.0,1008245354985286.0,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
RI Marajó,331036.0,304865.0,1.0858445541469176e+16,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
Afuá,21290.0,19183.0,1.1098368346973884e+16,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
Anajás,15760.0,14487.0,10878718851384.0,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
Bagre,18116.0,17031.0,1.0637073571722154e+16,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
Breves,60446.0,55612.0,1086923685535496.0,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
Cachoeira do Arari,12939.0,12528.0,1.0328065134099616e+16,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
Chaves,11600.0,9901.0,1.1715988284011716e+16,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
Curralinho,19540.0,17274.0,1.1311798078036356e+16,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
Gurupá,18045.0,16092.0,1.121364653243848e+16,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
Melgaço,15797.0,14283.0,1106000140026605.0,8 Marajó,2,População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,20,Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 2 - População__Por_Sexo_e_Razão_entre_Sexos__-_2025_ri_marajó.xlsx,Marajó
