EstadoMunicpios,PIB_R_1000,Populao,PIB_Per_capita,Razo_PIB_Per_capita_entre_Municpio_e_Par_R_100,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,2.5454651119799996e+16,8121025.0,3.1295764606916276e+16,1.0,7 Lago de Tucuruí,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
RI Lago de Tucuruí,10272714811.0,325528.0,3155708513860559.0,1.0083500286691052e+16,7 Lago de Tucuruí,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Breu Branco,802220696.0,45712.0,1754946.0,5607615030476558.0,7 Lago de Tucuruí,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Goianésia do Pará,595811202.0,26362.0,2260114.0,7221788725687569.0,7 Lago de Tucuruí,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Itupiranga,979791945.0,49754.0,1969273.0,6292458499527429.0,7 Lago de Tucuruí,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Jacundá,800237449.0,37707.0,2122252.0,6781275443038668.0,7 Lago de Tucuruí,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Nova Ipixuna,23114529.0,13955.0,1656362.0,5292607548671134.0,7 Lago de Tucuruí,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Novo Repartimento,1406400148.0,60732.0,2315748.0,7399557189563685.0,7 Lago de Tucuruí,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Tucuruí,5457108081.0,91306.0,5976725.0,1.909755225689281e+16,7 Lago de Tucuruí,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Fonte: FAPESPA/IBGE,,,,,7 Lago de Tucuruí,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Elaboração: FAPESPA,,,,,7 Lago de Tucuruí,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
"NOTA:  Para o cálculo do PIB per capita de 2023, por Unidade da Federação e por Município, foi utilizada a população da publicação ‘Relação da população residente dos Municípios enviada para o TCU em 2023’",,,,,7 Lago de Tucuruí,41,"PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui",20,"Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 41 - PIB Total, Pop, PIB per capita e Razão entre PIB per capita e do Estado - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
