EstadoMunicpios,Populao_Total,Populao_menor_que_15_anos,Populao_entre_15_e_64_anos,Populao_maior_que_64_anos,Proporo_de_Idosos,Razo_de_Dependncia,ndice_de_Envelhecimento,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,8711196,1999423,6029379,682394,7.8335282549032295,44.47915780381363,34.129546374128935,7 Lago de Tucuruí,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí.xlsx,Lago de Tucuruí
RI Lago de Tucuruí,338011,80923,230496,26592,7.867199588179083,46.64506108565875,32.860867738467434,7 Lago de Tucuruí,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí.xlsx,Lago de Tucuruí
Breu Branco,47066,11905,31376,3785,8.041898610461905,50.006374298827126,31.793364132717343,7 Lago de Tucuruí,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí.xlsx,Lago de Tucuruí
Goianésia do Pará,26703,6377,18288,2038,7.632101262030483,46.01377952755906,31.958601223145678,7 Lago de Tucuruí,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí.xlsx,Lago de Tucuruí
Itupiranga,52201,12530,35882,3789,7.258481638282792,45.47962766846887,30.239425379090186,7 Lago de Tucuruí,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí.xlsx,Lago de Tucuruí
Jacundá,37726,8540,25629,3557,9.428510841329588,47.200437004955326,41.65105386416862,7 Lago de Tucuruí,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí.xlsx,Lago de Tucuruí
Nova Ipixuna,14400,3300,9742,1358,9.430555555555555,47.81359063847259,41.15151515151515,7 Lago de Tucuruí,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí.xlsx,Lago de Tucuruí
Novo Repartimento,63796,16463,43007,4326,6.780989403724372,48.33864254656219,26.277106238231184,7 Lago de Tucuruí,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí.xlsx,Lago de Tucuruí
Tucuruí,96119,21808,66572,7739,8.051477855574861,44.38352460493901,35.486977256052825,7 Lago de Tucuruí,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí.xlsx,Lago de Tucuruí
"Fonte: DATASUS - Estudo de Estimativas Populacionais por Município, Idade e Sexo 2000-2025",,,,,,,,7 Lago de Tucuruí,4,Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,20,Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 4 -  Proporção_de_Idosos_Razão_de_Dependência_e_Indice_de_Envelhecimento_-_2025_ri_lago_de_tucuruí.xlsx,Lago de Tucuruí
