Par,11569,3762,15331,2384,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Lago de Tucuruí,497.0,100.0,597.0,72.0,7 Lago de Tucuruí,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui.xlsx,Lago de Tucuruí
Breu Branco,31.0,0.0,31.0,1.0,7 Lago de Tucuruí,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui.xlsx,Lago de Tucuruí
Goianésia do Pará,24.0,0.0,24.0,0.0,7 Lago de Tucuruí,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui.xlsx,Lago de Tucuruí
Itupiranga,53.0,0.0,53.0,0.0,7 Lago de Tucuruí,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui.xlsx,Lago de Tucuruí
Jacundá,111.0,3.0,114.0,0.0,7 Lago de Tucuruí,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui.xlsx,Lago de Tucuruí
Nova Ipixuna,15.0,0.0,15.0,1.0,7 Lago de Tucuruí,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui.xlsx,Lago de Tucuruí
Novo Repartimento,54.0,0.0,54.0,2.0,7 Lago de Tucuruí,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui.xlsx,Lago de Tucuruí
Tucuruí,209.0,97.0,306.0,68.0,7 Lago de Tucuruí,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui.xlsx,Lago de Tucuruí
Fonte: DATASUS,,,,,7 Lago de Tucuruí,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui.xlsx,Lago de Tucuruí
Elaboração: FAPESPA,,,,,7 Lago de Tucuruí,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui.xlsx,Lago de Tucuruí
*Nota: Dados referentes a Outubro/2025.,,,,,7 Lago de Tucuruí,21,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,20,Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 21 – Caracterização dos Leitos Existentes - 2025 ri lago de tucurui.xlsx,Lago de Tucuruí
