Par,27792,9307,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Lago de Tucuruí,3,340,7 Lago de Tucuruí,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí,1445663,34414.0
Breu Branco,3,-,7 Lago de Tucuruí,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí,1445663,3870.0
Goianésia do Pará,-,-,7 Lago de Tucuruí,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí,1445663,2589.0
Itupiranga,-,42,7 Lago de Tucuruí,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí,1445663,2983.0
Jacundá,-,30,7 Lago de Tucuruí,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí,1445663,3765.0
Nova Ipixuna,-,-,7 Lago de Tucuruí,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí,1445663,1688.0
Novo Repartimento,-,25,7 Lago de Tucuruí,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí,1445663,4646.0
Tucuruí,-,243,7 Lago de Tucuruí,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí,1445663,14873.0
Fonte: MTE-RAIS,,,7 Lago de Tucuruí,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí,1445663,
Elaboração: FAPESPA,,,7 Lago de Tucuruí,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí,1445663,
RI Lago de Tucuruí,3,340,7 Lago de Tucuruí,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí,117832,1817.0
