Par,1445663,13001,27369,17213,69065,120790,63390,742285,27276,365274,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Lago de Tucuruí,34414.0,163.0,1056.0,420.0,1486.0,3056.0,1105.0,17146.0,413.0,9569.0,7 Lago de Tucuruí,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Breu Branco,3870.0,17.0,191.0,122.0,149.0,331.0,143.0,1935.0,31.0,951.0,7 Lago de Tucuruí,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Goianésia do Pará,2589.0,21.0,118.0,48.0,120.0,325.0,139.0,1082.0,26.0,710.0,7 Lago de Tucuruí,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Itupiranga,2983.0,30.0,143.0,80.0,95.0,218.0,135.0,1250.0,33.0,999.0,7 Lago de Tucuruí,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Jacundá,3765.0,18.0,199.0,44.0,421.0,298.0,156.0,1675.0,27.0,927.0,7 Lago de Tucuruí,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Nova Ipixuna,1688.0,13.0,89.0,29.0,166.0,95.0,47.0,727.0,26.0,496.0,7 Lago de Tucuruí,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Novo Repartimento,4646.0,35.0,214.0,30.0,216.0,416.0,141.0,2335.0,51.0,1208.0,7 Lago de Tucuruí,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Tucuruí,14873.0,29.0,102.0,67.0,319.0,1373.0,344.0,8142.0,219.0,4278.0,7 Lago de Tucuruí,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Fonte: MTE-RAIS,,,,,,,,,,,7 Lago de Tucuruí,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Elaboração: FAPESPA,,,,,,,,,,,7 Lago de Tucuruí,26,Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 26 - Vínculos Empregatícios por Escolaridade do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
