Par,326240796288622,321345718915439,33301152930946,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Lago de Tucuruí,2955108149425119.0,2.713438373976548e+16,3.2446168001871296e+16,7 Lago de Tucuruí,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Breu Branco,335269838759689.0,317848132426303.0,358341828228228.0,7 Lago de Tucuruí,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Goianésia do Pará,291884479721902.0,257520123923125.0,339899121296304.0,7 Lago de Tucuruí,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Itupiranga,291163628897082.0,256687905000003.0,331048775849596.0,7 Lago de Tucuruí,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Jacundá,303419032138115.0,256934468871593.0,359341947337628.0,7 Lago de Tucuruí,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Nova Ipixuna,262711424170624.0,249039367701878.0,275175756511893.0,7 Lago de Tucuruí,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Novo Repartimento,300085213301763.0,269307431993151.0,331263052426344.0,7 Lago de Tucuruí,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Tucuruí,284042087608408.0,29206943186753.0,276161278480998.0,7 Lago de Tucuruí,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Fonte: MTE-RAIS,,,,7 Lago de Tucuruí,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
Elaboração: FAPESPA,,,,7 Lago de Tucuruí,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - ri lago de tucurui.xlsx,Lago de Tucuruí
