Par,col,191,12640,73,407,2079,136328,8585,133,29064,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Nova Ipixuna,-,-,-,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,249835,428.0
Novo Repartimento,-,-,20,-,-,-,-,-,-,127,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,249835,2029.0
Tucuruí,-,-,101,-,-,-,-,502,-,220,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,249835,2697.0
Fonte: MEC - INEP,,,,,,,,,,,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,249835,
Elaboração: FAPESPA,,,,,,,,,,,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,249835,
RI Lago de Tucuruí,-,-,185,-,-,-,-,502,-,655,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1036295,50102.0
Breu Branco,-,-,-,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1036295,6868.0
Goianésia do Pará,-,-,35,-,-,-,-,-,-,92,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1036295,4188.0
Itupiranga,-,-,11,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1036295,7458.0
Jacundá,-,-,18,-,-,-,-,-,-,216,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1036295,5175.0
Nova Ipixuna,-,-,-,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1036295,2097.0
Novo Repartimento,-,-,20,-,-,-,-,-,-,127,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1036295,11225.0
Tucuruí,-,-,101,-,-,-,-,502,-,220,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1036295,13091.0
Fonte: MEC - INEP,,,,,,,,,,,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1036295,
Elaboração: FAPESPA,,,,,,,,,,,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1036295,
RI Lago de Tucuruí,-,-,185,-,-,-,-,502,-,655,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,130742,3071.0
Breu Branco,-,-,-,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,130742,118.0
Goianésia do Pará,-,-,35,-,-,-,-,-,-,92,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,130742,188.0
Itupiranga,-,-,11,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,130742,39.0
Jacundá,-,-,18,-,-,-,-,-,-,216,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,130742,914.0
Nova Ipixuna,-,-,-,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,130742,
Novo Repartimento,-,-,20,-,-,-,-,-,-,127,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,130742,323.0
Tucuruí,-,-,101,-,-,-,-,502,-,220,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,130742,1489.0
Fonte: MEC - INEP,,,,,,,,,,,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,130742,
Elaboração: FAPESPA,,,,,,,,,,,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,130742,
RI Lago de Tucuruí,-,-,185,-,-,-,-,502,-,655,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1305444,53173.0
Breu Branco,-,-,-,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1305444,6986.0
Goianésia do Pará,-,-,35,-,-,-,-,-,-,92,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1305444,4376.0
Itupiranga,-,-,11,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1305444,7497.0
Jacundá,-,-,18,-,-,-,-,-,-,216,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1305444,6089.0
Nova Ipixuna,-,-,-,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1305444,2097.0
Novo Repartimento,-,-,20,-,-,-,-,-,-,127,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1305444,11548.0
Tucuruí,-,-,101,-,-,-,-,502,-,220,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1305444,14580.0
Fonte: MEC - INEP,,,,,,,,,,,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1305444,
Elaboração: FAPESPA,,,,,,,,,,,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,1305444,
RI Lago de Tucuruí,-,-,185,-,-,-,-,502,-,655,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,312964,12308.0
Breu Branco,-,-,-,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,312964,1609.0
Goianésia do Pará,-,-,35,-,-,-,-,-,-,92,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,312964,1047.0
Itupiranga,-,-,11,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,312964,1964.0
Jacundá,-,-,18,-,-,-,-,-,-,216,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,312964,1373.0
Nova Ipixuna,-,-,-,-,-,-,-,-,-,-,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,312964,415.0
Novo Repartimento,-,-,20,-,-,-,-,-,-,127,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,312964,2273.0
Tucuruí,-,-,101,-,-,-,-,502,-,220,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,312964,3627.0
Fonte: MEC - INEP,,,,,,,,,,,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,312964,
Elaboração: FAPESPA,,,,,,,,,,,7 Lago de Tucuruí,5,"Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí",20,"Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 5 - Número de Matrículas em Creches e nos Ensinos Pré-escolar, Fundamental e Médio por Dependência Administrativa - 2024 ri lago de tucuruí.xlsx",Lago de Tucuruí,312964,
