EstadoMunicpio,Codornas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,1980,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Bovino,25557665.0
RI Lago de Tucuruí,0,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Bovino,2893608.0
Breu Branco,-,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Bovino,198893.0
Goianésia do Pará,-,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Bovino,314952.0
Itupiranga,-,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Bovino,725255.0
Jacundá,-,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Bovino,177716.0
Nova Ipixuna,-,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Bovino,130254.0
Novo Repartimento,-,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Bovino,1263160.0
Tucuruí,-,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Bovino,83378.0
Fonte: IBGE/PPM,,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Bovino,
