Par,48789382896,100,10637664692999992,100_2,54942469403,100_3,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Lago de Tucuruí,217158815.93,4.450944099721412,4734765.1,4.450944109110399,18161345.28,3.305520388387994,7 Lago de Tucuruí,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui.xlsx",Lago de Tucuruí
Breu Branco,19476219.119999997,0.3991896999704982,424644.62,0.39918970211519555,1277551.76,0.23252536223467277,7 Lago de Tucuruí,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui.xlsx",Lago de Tucuruí
Goianésia do Pará,13911624.120000001,0.2851363000358946,303318.44,0.2851363045872236,984661.01,0.17921673719787976,7 Lago de Tucuruí,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui.xlsx",Lago de Tucuruí
Itupiranga,15046762.780000001,0.308402400007269,328068.14,0.3084024073590907,4507484.42,0.8204007699286047,7 Lago de Tucuruí,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui.xlsx",Lago de Tucuruí
Jacundá,12782730.49,0.2619981998388422,278704.9,0.26199819983365236,2208126.4299999997,0.40189792231643495,7 Lago de Tucuruí,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui.xlsx",Lago de Tucuruí
Nova Ipixuna,9065847.969999999,0.1858159999548439,197664.83000000002,0.18581599975610377,767398.94,0.13967317966201534,7 Lago de Tucuruí,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui.xlsx",Lago de Tucuruí
Novo Repartimento,21958603.4,0.4500692998476165,478768.63,0.45006929981074595,3195508.5700000003,0.5816099284801199,7 Lago de Tucuruí,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui.xlsx",Lago de Tucuruí
Tucuruí,124917028.05,2.5603322000664477,2723595.54,2.5603321956483875,5220614.15,0.9501964885682662,7 Lago de Tucuruí,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui.xlsx",Lago de Tucuruí
Fonte: DITES-SEFA,,,,,,,7 Lago de Tucuruí,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui.xlsx",Lago de Tucuruí
Elaboração: FAPESPA,,,,,,,7 Lago de Tucuruí,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui.xlsx",Lago de Tucuruí
*Nota 1: Deduzidos 20% de contribuição ao FUNDEB,,,,,,,7 Lago de Tucuruí,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui.xlsx",Lago de Tucuruí
**Nota 2: Deduzidos 50% de contribuição ao FUNDEB,,,,,,,7 Lago de Tucuruí,47,"Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui",20,"Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 47 - Repasse e Participação ICMS, IPI E IPVA - 2024 ri lago de tucurui.xlsx",Lago de Tucuruí
