EstadoMunicpio,Bovino,Bubalino,Equino,Suno__total,Suno__matrizes_de_sunos,Caprino,Ovino,Galinceos__Total,Galinceos__galinhas,Codornas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,25557665.0,775075.0,499639.0,587143.0,93157.0,61762.0,284632.0,26827658.0,2955828.0,1980,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
RI Lago de Tucuruí,2893608.0,1345.0,50955.0,32047.0,5619.0,4536.0,33789.0,360400.0,63425.0,0,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Breu Branco,198893.0,163.0,1543.0,1201.0,67.0,172.0,890.0,110000.0,9200.0,-,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Goianésia do Pará,314952.0,15.0,6337.0,2111.0,80.0,386.0,3592.0,70000.0,6600.0,-,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Itupiranga,725255.0,317.0,11879.0,10400.0,3075.0,1401.0,9090.0,47600.0,20515.0,-,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Jacundá,177716.0,79.0,3900.0,2510.0,810.0,210.0,3225.0,21500.0,1920.0,-,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Nova Ipixuna,130254.0,286.0,3580.0,1618.0,400.0,196.0,3046.0,22800.0,3540.0,-,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Novo Repartimento,1263160.0,409.0,22217.0,12474.0,1122.0,1975.0,12890.0,66000.0,20000.0,-,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Tucuruí,83378.0,76.0,1499.0,1733.0,65.0,196.0,1056.0,22500.0,1650.0,-,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Fonte: IBGE/PPM,,,,,,,,,,,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Elaboração: FAPESPA,,,,,,,,,,,7 Lago de Tucuruí,45,Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,20,Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 45 - Efetivo de Rebanho Cabecas por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
