EstadoMunicpios,Leite_Mil_litros,Ovos_de_galinha_Mil_dzias,Ovos_de_codorna_Mil_dzias,Mel_de_abelha_Quilogramas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,511007.0,39437.0,29,745689,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
RI Lago de Tucuruí,62937.0,413.0,0,7231,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Breu Branco,4626.0,56.0,-,6859,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Goianésia do Pará,6722.0,40.0,-,372,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Itupiranga,21164.0,150.0,-,-,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Jacundá,8132.0,12.0,-,-,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Nova Ipixuna,6422.0,23.0,-,-,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Novo Repartimento,14054.0,122.0,-,-,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Tucuruí,1817.0,10.0,-,-,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Fonte: IBGE/PPM,,,,,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Elaboração: FAPESPA,,,,,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,,,,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
