EstadoMunicpios,Ensino_Fundamental,Ensino_Mdio,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,215.0,311.0,7 Lago de Tucuruí,10,Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
RI Lago de Tucuruí,2.701428571428572e+16,3.5114285714285716e+16,7 Lago de Tucuruí,10,Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Breu Branco,231.0,359.0,7 Lago de Tucuruí,10,Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Goianésia do Pará,268.0,38.0,7 Lago de Tucuruí,10,Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Itupiranga,263.0,39.0,7 Lago de Tucuruí,10,Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Jacundá,246.0,289.0,7 Lago de Tucuruí,10,Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Nova Ipixuna,392.0,41.0,7 Lago de Tucuruí,10,Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Novo Repartimento,258.0,32.0,7 Lago de Tucuruí,10,Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Tucuruí,233.0,31.0,7 Lago de Tucuruí,10,Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Fonte: MEC - INEP,,,7 Lago de Tucuruí,10,Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
Elaboração: FAPESPA,,,7 Lago de Tucuruí,10,Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,20,Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 10 - Distorção idade-série total por nível de Ensino - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí
