Par,25454651119799995,26290497911899993,24009724766100007,22807731455,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Lago de Tucuruí,10272714811.0,9678107983000000.0,9242083975000000.0,436024007.0,7 Lago de Tucuruí,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Breu Branco,802220696.0,793767522.0,715210132.0,78557391.0,7 Lago de Tucuruí,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Goianésia do Pará,595811202.0,506230454.0,475207835.0,31022619.0,7 Lago de Tucuruí,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Itupiranga,979791945.0,841409974.0,8073083.0,34101674.0,7 Lago de Tucuruí,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Jacundá,800237449.0,615188901.0,560248639.0,54940261.0,7 Lago de Tucuruí,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Nova Ipixuna,23114529.0,192411524.0,182341137.0,10070386.0,7 Lago de Tucuruí,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Novo Repartimento,1406400148.0,1116164368.0,1042319845.0,73844523.0,7 Lago de Tucuruí,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Tucuruí,5457108081.0,561293524.0,5459448087.0,153487153.0,7 Lago de Tucuruí,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Fonte: FAPESPA/IBGE,,,,,7 Lago de Tucuruí,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
Elaboração: FAPESPA,,,,,7 Lago de Tucuruí,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
"Nota: Para 2023, foram lançados o Produto Interno Bruto, Valor Adicionado e Impostos apenas para Unidade da Federação. Para Municípios foram lançados apenas o valor do PIB.",,,,,7 Lago de Tucuruí,36,"Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui",20,"Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui","..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 36 - Produto Interno Bruto Total, Valor Adicionado e Impostos - 2023 ri lago de tucurui.xlsx",Lago de Tucuruí
