Par,11594095548461563,2695653,4465,153055,211031,3064204,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Lago de Tucuruí,3.223947415411e+16,98806.0,224.0,5011.0,13831.0,117872.0,7 Lago de Tucuruí,49,Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,20,Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Breu Branco,3.4121482668139996e+16,12237.0,27.0,586.0,1835.0,14685.0,7 Lago de Tucuruí,49,Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,20,Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Goianésia do Pará,2446929808437.0,7792.0,27.0,416.0,1946.0,10181.0,7 Lago de Tucuruí,49,Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,20,Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Itupiranga,3370940479904.0,12090.0,21.0,620.0,2610.0,15341.0,7 Lago de Tucuruí,49,Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,20,Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Jacundá,4395107760691999.0,15192.0,54.0,764.0,1322.0,17332.0,7 Lago de Tucuruí,49,Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,20,Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Nova Ipixuna,1.1778854755109996e+16,3505.0,16.0,145.0,759.0,4425.0,7 Lago de Tucuruí,49,Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,20,Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Novo Repartimento,4152307119987.0,15132.0,32.0,808.0,4154.0,20126.0,7 Lago de Tucuruí,49,Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,20,Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Tucuruí,1.3284155242765e+16,32858.0,47.0,1672.0,1205.0,35782.0,7 Lago de Tucuruí,49,Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,20,Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Fonte: Equatorial Energia,,,,,,,7 Lago de Tucuruí,49,Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,20,Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Elaboração: FAPESPA,,,,,,,7 Lago de Tucuruí,49,Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,20,Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 49 - Consumo de Energia Elétrica Total e Consumidores de Energia Elétrica por Tipo - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
