EstadoMunicpios,Ovos_de_codorna_Mil_dzias,Mel_de_abelha_Quilogramas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,29,745689,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Leite_Mil_litros,511007.0
RI Lago de Tucuruí,0,7231,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Leite_Mil_litros,62937.0
Breu Branco,-,6859,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Leite_Mil_litros,4626.0
Goianésia do Pará,-,372,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Leite_Mil_litros,6722.0
Itupiranga,-,-,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Leite_Mil_litros,21164.0
Jacundá,-,-,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Leite_Mil_litros,8132.0
Nova Ipixuna,-,-,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Leite_Mil_litros,6422.0
Novo Repartimento,-,-,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Leite_Mil_litros,14054.0
Tucuruí,-,-,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Leite_Mil_litros,1817.0
Fonte: IBGE/PPM,,,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Leite_Mil_litros,
