EstadoMunicpios,Ovos_de_codorna_Mil_dzias,Mel_de_abelha_Quilogramas,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Elaboração: FAPESPA,,,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Leite_Mil_litros,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Leite_Mil_litros,
Pará,29,745689,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Ovos_de_galinha_Mil_dzias,39437.0
RI Lago de Tucuruí,0,7231,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Ovos_de_galinha_Mil_dzias,413.0
Breu Branco,-,6859,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Ovos_de_galinha_Mil_dzias,56.0
Goianésia do Pará,-,372,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Ovos_de_galinha_Mil_dzias,40.0
Itupiranga,-,-,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Ovos_de_galinha_Mil_dzias,150.0
Jacundá,-,-,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Ovos_de_galinha_Mil_dzias,12.0
Nova Ipixuna,-,-,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Ovos_de_galinha_Mil_dzias,23.0
Novo Repartimento,-,-,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Ovos_de_galinha_Mil_dzias,122.0
Tucuruí,-,-,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Ovos_de_galinha_Mil_dzias,10.0
Fonte: IBGE/PPM,,,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Ovos_de_galinha_Mil_dzias,
Elaboração: FAPESPA,,,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Ovos_de_galinha_Mil_dzias,
Nota: Os dados divulgados são RESULTADOS PRELIMINARES e podem sofrer alterações até a próxima divulgação,,,7 Lago de Tucuruí,46,Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,20,Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 46 -Producao de Origem Animal por Tipo - 2024 ri lago de tucurui.xlsx,Lago de Tucuruí,Ovos_de_galinha_Mil_dzias,
