EstadoMunicpios,VA_Agropecuria,VA_Indstria,VA_Servios_exclusive_Administrao_Pblica,VA_Administrao_Pblica,VA_Total,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,24296590644.0,1.1132113318200006e+16,6474338067100003.0,3973614317000002.0,2.400972476610001e+16,7 Lago de Tucuruí,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui.xlsx,Lago de Tucuruí
RI Lago de Tucuruí,1292702812.0,4445949455.0,1518517213.0,1984914492.0,9242083975000000.0,7 Lago de Tucuruí,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui.xlsx,Lago de Tucuruí
Breu Branco,127549695.0,159443491.0,149723898.0,278493048.0,715210132.0,7 Lago de Tucuruí,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui.xlsx,Lago de Tucuruí
Goianésia do Pará,168148983.0,1664677.0,107030082.0,183381999.0,475207835.0,7 Lago de Tucuruí,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui.xlsx,Lago de Tucuruí
Itupiranga,39648905.0,27756503.0,143779904.0,239282844.0,8073083.0,7 Lago de Tucuruí,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui.xlsx,Lago de Tucuruí
Jacundá,68475321.0,29715351.0,21125915.0,250798816.0,560248639.0,7 Lago de Tucuruí,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui.xlsx,Lago de Tucuruí
Nova Ipixuna,59161002.0,7790315.0,35547698.0,79842121.0,182341137.0,7 Lago de Tucuruí,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui.xlsx,Lago de Tucuruí
Novo Repartimento,399141772.0,26021011.0,253529032.0,363628029.0,1042319845.0,7 Lago de Tucuruí,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui.xlsx,Lago de Tucuruí
Tucuruí,73736989.0,4178576014.0,617647449.0,589487635.0,5459448087.0,7 Lago de Tucuruí,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui.xlsx,Lago de Tucuruí
Fonte: FAPESPA/IBGE,,,,,,7 Lago de Tucuruí,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui.xlsx,Lago de Tucuruí
Elaboração: FAPESPA,,,,,,7 Lago de Tucuruí,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 ri lago de tucurui.xlsx,Lago de Tucuruí
