Par,1382057,1419636,2801693,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Lago de Tucuruí,51260.0,79573.0,130833.0,7 Lago de Tucuruí,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Breu Branco,4594.0,7015.0,11609.0,7 Lago de Tucuruí,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Goianésia do Pará,2486.0,5321.0,7807.0,7 Lago de Tucuruí,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Itupiranga,9928.0,10064.0,19992.0,7 Lago de Tucuruí,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Jacundá,7148.0,13984.0,21132.0,7 Lago de Tucuruí,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Nova Ipixuna,1696.0,2499.0,4195.0,7 Lago de Tucuruí,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Novo Repartimento,8283.0,15665.0,23948.0,7 Lago de Tucuruí,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Tucuruí,17125.0,25025.0,42150.0,7 Lago de Tucuruí,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Fonte: DETRAN,,,,7 Lago de Tucuruí,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
Elaboração: FAPESPA,,,,7 Lago de Tucuruí,50,Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,20,Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí,..\..\Desktop\tabelas-powerBI\7 Lago de Tucuruí\Tabela 50 - Total da Frota de Veículos subdiv em Licenciados e Não Licenciados - 2024 ri lago de tucuruí.xlsx,Lago de Tucuruí
