Par,1445663,27792,117832,9307,99624,261547,444602,423642,61317,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Araguaia,79533.0,2335.0,10586.0,255.0,3154.0,14802.0,17243.0,17404.0,13754.0,1 Pará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para.xlsx,RIS
Baixo Amazonas,104739.0,2638.0,6242.0,368.0,6325.0,19316.0,24714.0,42933.0,2203.0,1 Pará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para.xlsx,RIS
Carajás,201798.0,18656.0,18292.0,841.0,32221.0,33788.0,57783.0,35461.0,4756.0,1 Pará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para.xlsx,RIS
Guajará,579112.0,291.0,31498.0,5272.0,34251.0,106115.0,257148.0,142728.0,1809.0,1 Pará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para.xlsx,RIS
Guamá,90117.0,5.0,15776.0,375.0,2178.0,20927.0,17209.0,25628.0,8019.0,1 Pará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para.xlsx,RIS
Lago de Tucuruí,34414.0,3.0,1817.0,340.0,545.0,7682.0,5020.0,16826.0,2181.0,1 Pará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para.xlsx,RIS
Marajó,44051.0,,801.0,139.0,402.0,3141.0,11212.0,27486.0,870.0,1 Pará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para.xlsx,RIS
Rio Caeté,59071.0,90.0,2353.0,175.0,1941.0,9769.0,9063.0,33667.0,2013.0,1 Pará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para.xlsx,RIS
Rio Capim,86010.0,2199.0,10265.0,351.0,3894.0,15045.0,12313.0,28316.0,13627.0,1 Pará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para.xlsx,RIS
Tapajós,32822.0,818.0,3330.0,208.0,1850.0,7686.0,8569.0,9545.0,816.0,1 Pará,25,Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,20,Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 25 - Vínculos Empregatícios no Emprego Formal por Setor Econômico - 2024 - para.xlsx,RIS
