Par,326240796288622,321345718915439,33301152930946,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Araguaia,2.5639470475459108e+16,2.63009408964184e+16,2.4396996658541464e+16,1 Pará,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para.xlsx,RIS
Baixo Amazonas,2970601254060234.0,2.8386231330734784e+16,3088834729422365.0,1 Pará,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para.xlsx,RIS
Carajás,2.7593640956218824e+16,2.7088173902194508e+16,2836170393793765.0,1 Pará,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para.xlsx,RIS
Guajará,2.8357181528941812e+16,2.794443964849744e+16,2887845053645238.0,1 Pará,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para.xlsx,RIS
Guamá,2195822637360477.0,2.0393256640054332e+16,2.414420741859757e+16,1 Pará,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para.xlsx,RIS
Lago de Tucuruí,2955108149425119.0,2.713438373976548e+16,3.2446168001871296e+16,1 Pará,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para.xlsx,RIS
Marajó,2.5569306836189652e+16,2480468871976553.0,2588940154989121.0,1 Pará,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para.xlsx,RIS
Rio Caeté,2150179231337796.0,198538525882175.0,2.4124277460990064e+16,1 Pará,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para.xlsx,RIS
Rio Capim,2.312037908760917e+16,2187424427556647.0,2.5378998824985964e+16,1 Pará,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para.xlsx,RIS
Tapajós,278826396993074.0,283447458634474.0,2.7214006053846784e+16,1 Pará,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para.xlsx,RIS
Tocantins,3.236783306862408e+16,2.9913494445737932e+16,3486522454159778.0,1 Pará,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para.xlsx,RIS
Xingu,2.8985171167382164e+16,2734922901772443.0,3050772801033347.0,1 Pará,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para.xlsx,RIS
Fonte: MTE-RAIS,,,,1 Pará,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para.xlsx,RIS
Elaboração: FAPESPA,,,,1 Pará,27,Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,20,Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 27 - Remuneração Média (R$) Total e por Sexo do Trabalhador Formal - 2024 - para.xlsx,RIS
