Par,13678533514398037,4142176095852846,5848120491077079,009703413070075517,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Araguaia,1465217610316341.0,2529723535310128.0,7460249247958745.0,1.002721673112734e+16,1 Pará,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para.xlsx,RIS
Baixo Amazonas,1626994756046023.0,591278261505817.0,4.084290627057877e+16,2.92675788395405e+16,1 Pará,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para.xlsx,RIS
Carajás,1.4918606105504188e+16,4.158000806126562e+16,5836356307940347.0,5642885933091490.0,1 Pará,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para.xlsx,RIS
Guajará,1.0537156295874084e+16,332182103610675.0,6672796591163939.0,5382372729311500.0,1 Pará,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para.xlsx,RIS
Guamá,1.2165498708423136e+16,3626450932113964.0,636182436393481.0,1.172470395122523e+16,1 Pará,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para.xlsx,RIS
Lago de Tucuruí,1.4107372781727594e+16,3583959899749373.0,6401420217209692.0,1.461988304093567e+16,1 Pará,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para.xlsx,RIS
Marajó,1.8061217855710052e+16,6291483757682177.0,3691834942932397.0,1.668129938542581e+16,1 Pará,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para.xlsx,RIS
Rio Caeté,1.3015142765602728e+16,4426591981132076.0,5.545400943396226e+16,2800707547169811.0,1 Pará,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para.xlsx,RIS
Rio Capim,1368386235284029.0,3808191584601611.0,6183974932855863.0,783348254252462.0,1 Pará,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para.xlsx,RIS
Tapajós,1590849819306285.0,4768149882903982.0,5201405152224824.0,3044496487119438.0,1 Pará,15,Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,20,Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 15 - Taxa de Natalidade e Percentual de Nascidos Vivos por Tipo de Parto - 2024 para.xlsx,RIS
