EstadoRIs,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Agropecuria,24296590644.0
Araguaia,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Agropecuria,3530966584.0
Baixo Amazonas,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Agropecuria,2.6641754260000004e+16
Carajás,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Agropecuria,1918340251.0
Guajará,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Agropecuria,139673986.0
Guamá,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Agropecuria,1.7136684299999996e+16
Lago de Tucuruí,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Agropecuria,1292702812.0
Marajó,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Agropecuria,1.7556835329999998e+16
Rio Caeté,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Agropecuria,972235525.0
Rio Capim,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Agropecuria,3619678755.0
Tapajós,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Agropecuria,698481696.0
Tocantins,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Agropecuria,3.4132965330000004e+16
Xingu,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Agropecuria,2.5776871130000004e+16
Fonte: FAPESPA/IBGE,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Agropecuria,
Elaboração: FAPESPA,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Agropecuria,
Pará,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Indstria,1.1132113318200006e+16
Araguaia,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Indstria,2508070298.0
Baixo Amazonas,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Indstria,2713374265.0
Carajás,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Indstria,81470942343.0
Guajará,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Indstria,5.296317048e+16
Guamá,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Indstria,9805732210000000.0
Lago de Tucuruí,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Indstria,4445949455.0
Marajó,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Indstria,1.816921280000001e+16
Rio Caeté,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Indstria,560961938.0
Rio Capim,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Indstria,2.2335025730000004e+16
Tapajós,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Indstria,1.223451958e+16
Tocantins,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Indstria,5223689548.0
Xingu,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Indstria,4482608407000001.0
Fonte: FAPESPA/IBGE,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Indstria,
Elaboração: FAPESPA,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Indstria,
Pará,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Servios_exclusive_Administrao_Pblica,6474338067100003.0
Araguaia,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Servios_exclusive_Administrao_Pblica,3.881686141e+16
Baixo Amazonas,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Servios_exclusive_Administrao_Pblica,4778907329.0
Carajás,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Servios_exclusive_Administrao_Pblica,1.297887231e+16
Guajará,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Servios_exclusive_Administrao_Pblica,2.4577969137e+16
Guamá,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Servios_exclusive_Administrao_Pblica,3.4745280449999996e+16
Lago de Tucuruí,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Servios_exclusive_Administrao_Pblica,1518517213.0
Marajó,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Servios_exclusive_Administrao_Pblica,8650878609999999.0
Rio Caeté,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Servios_exclusive_Administrao_Pblica,1839991233.0
Rio Capim,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Servios_exclusive_Administrao_Pblica,302695924.0
Tapajós,1 Pará,37,Valor Adicionado Total e por Setores com Administração Pública - 2021 para,20,Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 37 - Valor Adicionado Total e por Setores com Administração Pública - 2021 para.xlsx,RIS,VA_Servios_exclusive_Administrao_Pblica,1973515568.0
