Par,23001070720,2051340906,20949729814,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Araguaia,1395198234.0,48294115.0,1346904119.0,1 Pará,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para.xlsx",RIS
Baixo Amazonas,487499105.0,157957258.0,329541847.0,1 Pará,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para.xlsx",RIS
Carajás,16123551926.0,397014585.0,15726537341.0,1 Pará,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para.xlsx",RIS
Guajará,432684357.0,391522239.0,41162118.0,1 Pará,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para.xlsx",RIS
Guamá,258724629.0,17675701.0,241048928.0,1 Pará,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para.xlsx",RIS
Lago de Tucuruí,56493065.0,543234.0,55949831.0,1 Pará,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para.xlsx",RIS
Marajó,3856145.0,0.0,3856145.0,1 Pará,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para.xlsx",RIS
Rio Caeté,26444287.0,8452134.0,17992153.0,1 Pará,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para.xlsx",RIS
Rio Capim,858816498.0,32326689.0,826489809.0,1 Pará,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para.xlsx",RIS
Tapajós,338554039.0,122606826.0,215947213.0,1 Pará,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para.xlsx",RIS
Tocantins,3489620170.0,874008717.0,2615611453.0,1 Pará,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para.xlsx",RIS
Xingu,1450340.0,939408.0,510932.0,1 Pará,42,"Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para",20,"Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para","..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 42 - Balança Comercial - Exportação, Importação e Saldo (US$ 1.000) - 2024 para.xlsx",RIS
