EstadoRIs,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,1 Pará,51,Total da Frota de Veículos por Tipo - 2024 Pará,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará.xlsx,RIS ,Total,2810011.0
Araguaia,1 Pará,51,Total da Frota de Veículos por Tipo - 2024 Pará,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará.xlsx,RIS ,Total,264660.0
Baixo Amazonas,1 Pará,51,Total da Frota de Veículos por Tipo - 2024 Pará,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará.xlsx,RIS ,Total,213416.0
Carajás,1 Pará,51,Total da Frota de Veículos por Tipo - 2024 Pará,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará.xlsx,RIS ,Total,399153.0
Guajará,1 Pará,51,Total da Frota de Veículos por Tipo - 2024 Pará,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará.xlsx,RIS ,Total,818039.0
Guamá,1 Pará,51,Total da Frota de Veículos por Tipo - 2024 Pará,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará.xlsx,RIS ,Total,221032.0
Lago de Tucuruí,1 Pará,51,Total da Frota de Veículos por Tipo - 2024 Pará,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará.xlsx,RIS ,Total,131079.0
Marajó,1 Pará,51,Total da Frota de Veículos por Tipo - 2024 Pará,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará.xlsx,RIS ,Total,34538.0
Rio Caeté,1 Pará,51,Total da Frota de Veículos por Tipo - 2024 Pará,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará.xlsx,RIS ,Total,121330.0
Rio Capim,1 Pará,51,Total da Frota de Veículos por Tipo - 2024 Pará,20,Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 51 - Total da Frota de Veículos por Tipo - 2024 Pará.xlsx,RIS ,Total,180450.0
