EstadoRIs,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
Pará,1 Pará,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para.xlsx,RIS,Mdicos,11070.0
Araguaia,1 Pará,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para.xlsx,RIS,Mdicos,536.0
Baixo Amazonas,1 Pará,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para.xlsx,RIS,Mdicos,755.0
Carajás,1 Pará,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para.xlsx,RIS,Mdicos,1096.0
Guajará,1 Pará,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para.xlsx,RIS,Mdicos,5731.0
Guamá,1 Pará,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para.xlsx,RIS,Mdicos,410.0
Lago de Tucuruí,1 Pará,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para.xlsx,RIS,Mdicos,280.0
Marajó,1 Pará,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para.xlsx,RIS,Mdicos,285.0
Rio Caeté,1 Pará,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para.xlsx,RIS,Mdicos,388.0
Rio Capim,1 Pará,20,Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,20,Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para,..\..\Desktop\tabelas-powerBI\1 Pará\Tabela 20 - Médicos e Profissionais de Ensino Superior na Área da Saúde - 2025 para.xlsx,RIS,Mdicos,379.0
